,acronym,0,abrev,tag,casa_fullform,faa_fullform,iata_fullform
3606,miles',11.0,0,neg_nonalpha_abrev,,,
3607,going?,11.0,0,neg_nonalpha_abrev,,,
3609,restrs),11.0,0,neg_nonalpha_abrev,,,
3611,engs),11.0,0,neg_nonalpha_abrev,,,
3612,oapm),11.0,0,neg_nonalpha_abrev,,,
3613,normally),11.0,0,neg_nonalpha_abrev,,,
3614,5000),11.0,0,neg_nonalpha_abrev,,,
3615,horn),11.0,0,neg_nonalpha_abrev,,,
3617,like',11.0,0,neg_nonalpha_abrev,,,
3618,[large,11.0,0,neg_nonalpha_abrev,,,
3619,'escape',11.0,0,neg_nonalpha_abrev,,,
3622,procedures),11.0,0,neg_nonalpha_abrev,,,
3623,'continue',11.0,0,neg_nonalpha_abrev,,,
3624,'smoke',11.0,0,neg_nonalpha_abrev,,,
3625,again?,11.0,0,neg_nonalpha_abrev,,,
3626,time/distance,11.0,0,neg_nonalpha_abrev,,,
3630,270),11.0,0,neg_nonalpha_abrev,,,
3631,40),11.0,0,neg_nonalpha_abrev,,,
3632,'700,11.0,0,neg_nonalpha_abrev,,,
3634,turboprop),11.0,0,neg_nonalpha_abrev,,,
3635,'fix,11.0,0,neg_nonalpha_abrev,,,
3636,'his,11.0,0,neg_nonalpha_abrev,,,
3638,gyro',11.0,0,neg_nonalpha_abrev,,,
3639,flap/no,11.0,0,neg_nonalpha_abrev,,,
3640,'hands,11.0,0,neg_nonalpha_abrev,,,
3642,airline),11.0,0,neg_nonalpha_abrev,,,
3644,'14000,11.0,0,neg_nonalpha_abrev,,,
3645,preflt),11.0,0,neg_nonalpha_abrev,,,
3647,south',11.0,0,neg_nonalpha_abrev,,,
3648,enrte),11.0,0,neg_nonalpha_abrev,,,
3649,'without,11.0,0,neg_nonalpha_abrev,,,
3651,'saw,11.0,0,neg_nonalpha_abrev,,,
3652,'avoid,11.0,0,neg_nonalpha_abrev,,,
3653,yr),11.0,0,neg_nonalpha_abrev,,,
3656,should],11.0,0,neg_nonalpha_abrev,,,
3657,gar),11.0,0,neg_nonalpha_abrev,,,
3659,'even,11.0,0,neg_nonalpha_abrev,,,
3660,needle',11.0,0,neg_nonalpha_abrev,,,
3661,'stall,11.0,0,neg_nonalpha_abrev,,,
3662,says:,11.0,0,neg_nonalpha_abrev,,,
3663,experienced),11.0,0,neg_nonalpha_abrev,,,
3664,'ice,11.0,0,neg_nonalpha_abrev,,,
3665,temp/dew,11.0,0,neg_nonalpha_abrev,,,
3667,arpt/fac,11.0,0,neg_nonalpha_abrev,,,
3668,100),11.0,0,neg_nonalpha_abrev,,,
3669,field?,11.0,0,neg_nonalpha_abrev,,,
3670,be?,11.0,0,neg_nonalpha_abrev,,,
3671,layer),11.0,0,neg_nonalpha_abrev,,,
3674,messages:,11.0,0,neg_nonalpha_abrev,,,
3675,'working,11.0,0,neg_nonalpha_abrev,,,
3677,closed',11.0,0,neg_nonalpha_abrev,,,
3678,'bug',11.0,0,neg_nonalpha_abrev,,,
3679,'not',11.0,0,neg_nonalpha_abrev,,,
3681,hazy),11.0,0,neg_nonalpha_abrev,,,
3682,md88),11.0,0,neg_nonalpha_abrev,,,
3683,'te,11.0,0,neg_nonalpha_abrev,,,
3684,rwy/apch,11.0,0,neg_nonalpha_abrev,,,
3685,fo:,11.0,0,neg_nonalpha_abrev,,,
3686,confirmed),11.0,0,neg_nonalpha_abrev,,,
3688,certified),11.0,0,neg_nonalpha_abrev,,,
3689,problem),11.0,0,neg_nonalpha_abrev,,,
3690,500),11.0,0,neg_nonalpha_abrev,,,
3691,'broke,11.0,0,neg_nonalpha_abrev,,,
3692,arpt/facility,11.0,0,neg_nonalpha_abrev,,,
3695,rest),11.0,0,neg_nonalpha_abrev,,,
3696,shift),11.0,0,neg_nonalpha_abrev,,,
3698,'lights,11.0,0,neg_nonalpha_abrev,,,
3700,required',11.0,0,neg_nonalpha_abrev,,,
3702,'o',11.0,0,neg_nonalpha_abrev,,,
3703,pattern',11.0,0,neg_nonalpha_abrev,,,
3705,first',11.0,0,neg_nonalpha_abrev,,,
3706,'locked,11.0,0,neg_nonalpha_abrev,,,
3707,'hurry,11.0,0,neg_nonalpha_abrev,,,
3709,ga),11.0,0,neg_nonalpha_abrev,,,
3710,parallel),11.0,0,neg_nonalpha_abrev,,,
3712,loran),11.0,0,neg_nonalpha_abrev,,,
3713,recurrence?,11.0,0,neg_nonalpha_abrev,,,
3716,tstm),11.0,0,neg_nonalpha_abrev,,,
3718,floor),11.0,0,neg_nonalpha_abrev,,,
3719,flap',11.0,0,neg_nonalpha_abrev,,,
3720,'splat',11.0,0,neg_nonalpha_abrev,,,
3721,mgmnt),11.0,0,neg_nonalpha_abrev,,,
3722,options:,11.0,0,neg_nonalpha_abrev,,,
3723,wx',11.0,0,neg_nonalpha_abrev,,,
3724,'always',11.0,0,neg_nonalpha_abrev,,,
3725,dot),11.0,0,neg_nonalpha_abrev,,,
3727,9l),11.0,0,neg_nonalpha_abrev,,,
3731,taxi),11.0,0,neg_nonalpha_abrev,,,
3732,entry),11.0,0,neg_nonalpha_abrev,,,
3734,[nearby,11.0,0,neg_nonalpha_abrev,,,
3735,750',11.0,0,neg_nonalpha_abrev,,,
3736,could/should,11.0,0,neg_nonalpha_abrev,,,
3737,own),11.0,0,neg_nonalpha_abrev,,,
3738,scattered/broken,11.0,0,neg_nonalpha_abrev,,,
3739,proc:,11.0,0,neg_nonalpha_abrev,,,
3742,hood',11.0,0,neg_nonalpha_abrev,,,
3743,over),11.0,0,neg_nonalpha_abrev,,,
3746,jet],11.0,0,neg_nonalpha_abrev,,,
3747,start),11.0,0,neg_nonalpha_abrev,,,
3748,com',11.0,0,neg_nonalpha_abrev,,,
3750,rdu),11.0,0,neg_nonalpha_abrev,,,
3752,'twr',11.0,0,neg_nonalpha_abrev,,,
3754,'vector',11.0,0,neg_nonalpha_abrev,,,
3758,bravo',11.0,0,neg_nonalpha_abrev,,,
3759,effect',11.0,0,neg_nonalpha_abrev,,,
3761,hi),11.0,0,neg_nonalpha_abrev,,,
3765,quantity',11.0,0,neg_nonalpha_abrev,,,
3767,restriction',11.0,0,neg_nonalpha_abrev,,,
3768,left/right,11.0,0,neg_nonalpha_abrev,,,
3769,weather),11.0,0,neg_nonalpha_abrev,,,
3770,'published,11.0,0,neg_nonalpha_abrev,,,
3771,alt:,11.0,0,neg_nonalpha_abrev,,,
3773,sbound),11.0,0,neg_nonalpha_abrev,,,
3775,kt),11.0,0,neg_nonalpha_abrev,,,
3777,'maintaining,11.0,0,neg_nonalpha_abrev,,,
3778,overshoot),11.0,0,neg_nonalpha_abrev,,,
3780,temp),11.0,0,neg_nonalpha_abrev,,,
3781,correction:,11.0,0,neg_nonalpha_abrev,,,
3782,work',11.0,0,neg_nonalpha_abrev,,,
3784,situation?,11.0,0,neg_nonalpha_abrev,,,
3785,vector',11.0,0,neg_nonalpha_abrev,,,
3786,atis],11.0,0,neg_nonalpha_abrev,,,
3789,dulles),11.0,0,neg_nonalpha_abrev,,,
3790,21),11.0,0,neg_nonalpha_abrev,,,
3791,length),11.0,0,neg_nonalpha_abrev,,,
3792,ft:,11.0,0,neg_nonalpha_abrev,,,
3793,'yea,11.0,0,neg_nonalpha_abrev,,,
3794,dallas/ft,11.0,0,neg_nonalpha_abrev,,,
3796,drive',11.0,0,neg_nonalpha_abrev,,,
3803,are),11.0,0,neg_nonalpha_abrev,,,
3805,remnant',11.0,0,neg_nonalpha_abrev,,,
3806,jets),11.0,0,neg_nonalpha_abrev,,,
3810,management),11.0,0,neg_nonalpha_abrev,,,
3811,minimum),11.0,0,neg_nonalpha_abrev,,,
3812,issued),11.0,0,neg_nonalpha_abrev,,,
3813,'released,11.0,0,neg_nonalpha_abrev,,,
3814,'cancellation,11.0,0,neg_nonalpha_abrev,,,
3815,thrust',11.0,0,neg_nonalpha_abrev,,,
3816,apparently),11.0,0,neg_nonalpha_abrev,,,
3817,descent/approach,11.0,0,neg_nonalpha_abrev,,,
3818,landed),11.0,0,neg_nonalpha_abrev,,,
3820,at',11.0,0,neg_nonalpha_abrev,,,
3821,altitudes),11.0,0,neg_nonalpha_abrev,,,
3824,arm',11.0,0,neg_nonalpha_abrev,,,
3826,ops?,11.0,0,neg_nonalpha_abrev,,,
3827,safety?,11.0,0,neg_nonalpha_abrev,,,
3828,'cause,11.0,0,neg_nonalpha_abrev,,,
3829,far/aim,11.0,0,neg_nonalpha_abrev,,,
3831,action',11.0,0,neg_nonalpha_abrev,,,
3832,rescue),11.0,0,neg_nonalpha_abrev,,,
3834,tanks),11.0,0,neg_nonalpha_abrev,,,
3836,caution),11.0,0,neg_nonalpha_abrev,,,
3839,mexico),11.0,0,neg_nonalpha_abrev,,,
3840,'help,11.0,0,neg_nonalpha_abrev,,,
3841,altitude?,11.0,0,neg_nonalpha_abrev,,,
3846,'240,11.0,0,neg_nonalpha_abrev,,,
3847,egt),11.0,0,neg_nonalpha_abrev,,,
3848,rating),11.0,0,neg_nonalpha_abrev,,,
3849,safety),11.0,0,neg_nonalpha_abrev,,,
3851,zone',11.0,0,neg_nonalpha_abrev,,,
3853,'commuter,11.0,0,neg_nonalpha_abrev,,,
3855,frg),11.0,0,neg_nonalpha_abrev,,,
3856,panel',11.0,0,neg_nonalpha_abrev,,,
3857,procedure],11.0,0,neg_nonalpha_abrev,,,
3858,[waypoint,11.0,0,neg_nonalpha_abrev,,,
3859,controllers',11.0,0,neg_nonalpha_abrev,,,
3861,happen),11.0,0,neg_nonalpha_abrev,,,
3863,flying],11.0,0,neg_nonalpha_abrev,,,
3865,stop),11.0,0,neg_nonalpha_abrev,,,
3866,atc',11.0,0,neg_nonalpha_abrev,,,
3867,w29),11.0,0,neg_nonalpha_abrev,,,
3868,arrivals/departures,11.0,0,neg_nonalpha_abrev,,,
3870,'course,11.0,0,neg_nonalpha_abrev,,,
3872,initially),11.0,0,neg_nonalpha_abrev,,,
3874,leveloff),11.0,0,neg_nonalpha_abrev,,,
3876,cabin/cockpit,11.0,0,neg_nonalpha_abrev,,,
3878,observed),11.0,0,neg_nonalpha_abrev,,,
3879,number],11.0,0,neg_nonalpha_abrev,,,
3880,swf),11.0,0,neg_nonalpha_abrev,,,
3881,'three,11.0,0,neg_nonalpha_abrev,,,
3883,tfr',10.0,0,neg_nonalpha_abrev,,,
3884,'h',10.0,0,neg_nonalpha_abrev,,,
3888,dab),10.0,0,neg_nonalpha_abrev,,,
3889,'tighten,10.0,0,neg_nonalpha_abrev,,,
3890,so',10.0,0,neg_nonalpha_abrev,,,
3891,date),10.0,0,neg_nonalpha_abrev,,,
3892,n90),10.0,0,neg_nonalpha_abrev,,,
3894,'correcting',10.0,0,neg_nonalpha_abrev,,,
3895,secondary),10.0,0,neg_nonalpha_abrev,,,
3896,routing:,10.0,0,neg_nonalpha_abrev,,,
3898,sid:,10.0,0,neg_nonalpha_abrev,,,
3904,alerter),10.0,0,neg_nonalpha_abrev,,,
3905,decision:,10.0,0,neg_nonalpha_abrev,,,
3906,concerns:,10.0,0,neg_nonalpha_abrev,,,
3907,vor/gps,10.0,0,neg_nonalpha_abrev,,,
3910,19000',10.0,0,neg_nonalpha_abrev,,,
3911,'handed,10.0,0,neg_nonalpha_abrev,,,
3913,vert),10.0,0,neg_nonalpha_abrev,,,
3914,hvy),10.0,0,neg_nonalpha_abrev,,,
3915,'critical,10.0,0,neg_nonalpha_abrev,,,
3920,'flow',10.0,0,neg_nonalpha_abrev,,,
3921,immediately),10.0,0,neg_nonalpha_abrev,,,
3922,efb),10.0,0,neg_nonalpha_abrev,,,
3923,mrb),10.0,0,neg_nonalpha_abrev,,,
3924,15500',10.0,0,neg_nonalpha_abrev,,,
3927,'downwind',10.0,0,neg_nonalpha_abrev,,,
3929,11400',10.0,0,neg_nonalpha_abrev,,,
3930,twr/tracon,10.0,0,neg_nonalpha_abrev,,,
3931,'like,10.0,0,neg_nonalpha_abrev,,,
3932,rest',10.0,0,neg_nonalpha_abrev,,,
3933,hou),10.0,0,neg_nonalpha_abrev,,,
3936,xxxx),10.0,0,neg_nonalpha_abrev,,,
3939,overcast),10.0,0,neg_nonalpha_abrev,,,
3940,acy),10.0,0,neg_nonalpha_abrev,,,
3942,inoperative',10.0,0,neg_nonalpha_abrev,,,
3943,'data,10.0,0,neg_nonalpha_abrev,,,
3944,hours),10.0,0,neg_nonalpha_abrev,,,
3945,waypoint],10.0,0,neg_nonalpha_abrev,,,
3946,'avionics,10.0,0,neg_nonalpha_abrev,,,
3948,early),10.0,0,neg_nonalpha_abrev,,,
3949,acknowledged),10.0,0,neg_nonalpha_abrev,,,
3951,'foot',10.0,0,neg_nonalpha_abrev,,,
3952,'master,10.0,0,neg_nonalpha_abrev,,,
3953,caution',10.0,0,neg_nonalpha_abrev,,,
3954,faf],10.0,0,neg_nonalpha_abrev,,,
3957,rad/nav,10.0,0,neg_nonalpha_abrev,,,
3958,incident/accident,10.0,0,neg_nonalpha_abrev,,,
3959,phase),10.0,0,neg_nonalpha_abrev,,,
3961,'smart,10.0,0,neg_nonalpha_abrev,,,
3962,'arthur,10.0,0,neg_nonalpha_abrev,,,
3970,short',10.0,0,neg_nonalpha_abrev,,,
3972,'c,10.0,0,neg_nonalpha_abrev,,,
3973,'target,10.0,0,neg_nonalpha_abrev,,,
3979,morning),10.0,0,neg_nonalpha_abrev,,,
3981,fd/cd,10.0,0,neg_nonalpha_abrev,,,
3982,'decrease,10.0,0,neg_nonalpha_abrev,,,
3984,'busted',10.0,0,neg_nonalpha_abrev,,,
3986,'managed,10.0,0,neg_nonalpha_abrev,,,
3987,'talking,10.0,0,neg_nonalpha_abrev,,,
3988,arrival/approach,10.0,0,neg_nonalpha_abrev,,,
3989,[low,10.0,0,neg_nonalpha_abrev,,,
3992,'hit',10.0,0,neg_nonalpha_abrev,,,
3993,[one,10.0,0,neg_nonalpha_abrev,,,
3994,flags),10.0,0,neg_nonalpha_abrev,,,
3997,primary),10.0,0,neg_nonalpha_abrev,,,
3999,'leave,10.0,0,neg_nonalpha_abrev,,,
4003,'logan,10.0,0,neg_nonalpha_abrev,,,
4004,restrictions),10.0,0,neg_nonalpha_abrev,,,
4006,issues),10.0,0,neg_nonalpha_abrev,,,
4009,'mandatory',10.0,0,neg_nonalpha_abrev,,,
4010,trnee),10.0,0,neg_nonalpha_abrev,,,
4011,noise),10.0,0,neg_nonalpha_abrev,,,
4012,touchdown),10.0,0,neg_nonalpha_abrev,,,
4014,'only',10.0,0,neg_nonalpha_abrev,,,
4015,aim),10.0,0,neg_nonalpha_abrev,,,
4018,was?,10.0,0,neg_nonalpha_abrev,,,
4021,dispatch),10.0,0,neg_nonalpha_abrev,,,
4022,'lg,10.0,0,neg_nonalpha_abrev,,,
4029,it:,10.0,0,neg_nonalpha_abrev,,,
4031,request',10.0,0,neg_nonalpha_abrev,,,
4033,'220,10.0,0,neg_nonalpha_abrev,,,
4035,idented),10.0,0,neg_nonalpha_abrev,,,
4037,throttle),10.0,0,neg_nonalpha_abrev,,,
4038,rain/snow,10.0,0,neg_nonalpha_abrev,,,
4039,[safety,10.0,0,neg_nonalpha_abrev,,,
4040,tone),10.0,0,neg_nonalpha_abrev,,,
4041,out?,10.0,0,neg_nonalpha_abrev,,,
4045,apch/gar,10.0,0,neg_nonalpha_abrev,,,
4047,practice),10.0,0,neg_nonalpha_abrev,,,
4048,mins',10.0,0,neg_nonalpha_abrev,,,
4050,mean?,10.0,0,neg_nonalpha_abrev,,,
4051,'glass,10.0,0,neg_nonalpha_abrev,,,
4052,weather:,10.0,0,neg_nonalpha_abrev,,,
4055,busy',10.0,0,neg_nonalpha_abrev,,,
4058,200),10.0,0,neg_nonalpha_abrev,,,
4059,'pretty,10.0,0,neg_nonalpha_abrev,,,
4061,circumstances),10.0,0,neg_nonalpha_abrev,,,
4065,rpted),10.0,0,neg_nonalpha_abrev,,,
4066,tpa),10.0,0,neg_nonalpha_abrev,,,
4069,90),10.0,0,neg_nonalpha_abrev,,,
4071,'code,10.0,0,neg_nonalpha_abrev,,,
4072,feet/minute,10.0,0,neg_nonalpha_abrev,,,
4074,cgx),10.0,0,neg_nonalpha_abrev,,,
4075,'unsafe',10.0,0,neg_nonalpha_abrev,,,
4076,progress),10.0,0,neg_nonalpha_abrev,,,
4079,doing',10.0,0,neg_nonalpha_abrev,,,
4080,arrs/deps,10.0,0,neg_nonalpha_abrev,,,
4081,ring),10.0,0,neg_nonalpha_abrev,,,
4082,vfr?,10.0,0,neg_nonalpha_abrev,,,
4084,[zzzzz,10.0,0,neg_nonalpha_abrev,,,
4085,name],10.0,0,neg_nonalpha_abrev,,,
4087,procs:,10.0,0,neg_nonalpha_abrev,,,
4088,close?,10.0,0,neg_nonalpha_abrev,,,
4089,myself:,10.0,0,neg_nonalpha_abrev,,,
4090,empty),10.0,0,neg_nonalpha_abrev,,,
4092,vfr/vmc,10.0,0,neg_nonalpha_abrev,,,
4095,'rush',10.0,0,neg_nonalpha_abrev,,,
4096,'280,10.0,0,neg_nonalpha_abrev,,,
4097,boundary),10.0,0,neg_nonalpha_abrev,,,
4099,'sure,10.0,0,neg_nonalpha_abrev,,,
4101,hand),10.0,0,neg_nonalpha_abrev,,,
4104,behind),10.0,0,neg_nonalpha_abrev,,,
4105,workload:,10.0,0,neg_nonalpha_abrev,,,
4106,radius),10.0,0,neg_nonalpha_abrev,,,
4107,my),10.0,0,neg_nonalpha_abrev,,,
4110,apch/rwy,10.0,0,neg_nonalpha_abrev,,,
4111,inst),10.0,0,neg_nonalpha_abrev,,,
4115,gps/com,10.0,0,neg_nonalpha_abrev,,,
4119,'capt,10.0,0,neg_nonalpha_abrev,,,
4120,mon',10.0,0,neg_nonalpha_abrev,,,
4121,with',10.0,0,neg_nonalpha_abrev,,,
4122,pdx),10.0,0,neg_nonalpha_abrev,,,
4123,'preselects',10.0,0,neg_nonalpha_abrev,,,
4125,4900',10.0,0,neg_nonalpha_abrev,,,
4126,'nxxx,10.0,0,neg_nonalpha_abrev,,,
4127,initiated),10.0,0,neg_nonalpha_abrev,,,
4128,'use,10.0,0,neg_nonalpha_abrev,,,
4130,gso),10.0,0,neg_nonalpha_abrev,,,
4131,severe),10.0,0,neg_nonalpha_abrev,,,
4134,monitor',10.0,0,neg_nonalpha_abrev,,,
4135,'everybody,10.0,0,neg_nonalpha_abrev,,,
4137,brakes),10.0,0,neg_nonalpha_abrev,,,
4138,springs),10.0,0,neg_nonalpha_abrev,,,
4140,moment),10.0,0,neg_nonalpha_abrev,,,
4141,path',10.0,0,neg_nonalpha_abrev,,,
4143,happened),10.0,0,neg_nonalpha_abrev,,,
4145,'wrong',10.0,0,neg_nonalpha_abrev,,,
4146,plus),10.0,0,neg_nonalpha_abrev,,,
4148,knob),10.0,0,neg_nonalpha_abrev,,,
4151,electric),10.0,0,neg_nonalpha_abrev,,,
4152,'day,10.0,0,neg_nonalpha_abrev,,,
4153,service),10.0,0,neg_nonalpha_abrev,,,
4154,'jump',10.0,0,neg_nonalpha_abrev,,,
4156,'easy,10.0,0,neg_nonalpha_abrev,,,
4157,rated),10.0,0,neg_nonalpha_abrev,,,
4158,'holding,10.0,0,neg_nonalpha_abrev,,,
4159,tour',10.0,0,neg_nonalpha_abrev,,,
4160,fl),10.0,0,neg_nonalpha_abrev,,,
4161,displays),10.0,0,neg_nonalpha_abrev,,,
4162,xx),10.0,0,neg_nonalpha_abrev,,,
4163,plane',10.0,0,neg_nonalpha_abrev,,,
4164,cmh),10.0,0,neg_nonalpha_abrev,,,
4165,day:,10.0,0,neg_nonalpha_abrev,,,
4168,'safe',10.0,0,neg_nonalpha_abrev,,,
4171,river',10.0,0,neg_nonalpha_abrev,,,
4173,extend',10.0,0,neg_nonalpha_abrev,,,
4175,fix:,10.0,0,neg_nonalpha_abrev,,,
4176,yes),10.0,0,neg_nonalpha_abrev,,,
4180,[call,10.0,0,neg_nonalpha_abrev,,,
4181,separation?,10.0,0,neg_nonalpha_abrev,,,
4182,'regional,10.0,0,neg_nonalpha_abrev,,,
4183,model),10.0,0,neg_nonalpha_abrev,,,
4184,a/n,10.0,0,neg_nonalpha_abrev,,,
4185,6900',10.0,0,neg_nonalpha_abrev,,,
4187,violation),10.0,0,neg_nonalpha_abrev,,,
4188,180),10.0,0,neg_nonalpha_abrev,,,
4189,'330,10.0,0,neg_nonalpha_abrev,,,
4193,squawk),10.0,0,neg_nonalpha_abrev,,,
4194,alt/airspd,10.0,0,neg_nonalpha_abrev,,,
4196,arr/apch,10.0,0,neg_nonalpha_abrev,,,
4200,controls',10.0,0,neg_nonalpha_abrev,,,
4202,'seeing,10.0,0,neg_nonalpha_abrev,,,
4205,'deal',10.0,0,neg_nonalpha_abrev,,,
4206,'listen,10.0,0,neg_nonalpha_abrev,,,
4207,25l',10.0,0,neg_nonalpha_abrev,,,
4209,'lax,10.0,0,neg_nonalpha_abrev,,,
4210,responsibility),10.0,0,neg_nonalpha_abrev,,,
4213,[minimum,10.0,0,neg_nonalpha_abrev,,,
4216,'steering,10.0,0,neg_nonalpha_abrev,,,
4223,hwd),10.0,0,neg_nonalpha_abrev,,,
4224,'20,10.0,0,neg_nonalpha_abrev,,,
4228,'approved',10.0,0,neg_nonalpha_abrev,,,
4229,'hold',10.0,0,neg_nonalpha_abrev,,,
4232,'track,10.0,0,neg_nonalpha_abrev,,,
4233,33),10.0,0,neg_nonalpha_abrev,,,
4234,msl',10.0,0,neg_nonalpha_abrev,,,
4235,'san,10.0,0,neg_nonalpha_abrev,,,
4236,days',10.0,0,neg_nonalpha_abrev,,,
4241,lc),10.0,0,neg_nonalpha_abrev,,,
4242,mechanic],10.0,0,neg_nonalpha_abrev,,,
4244,extension',10.0,0,neg_nonalpha_abrev,,,
4251,accident/incident,10.0,0,neg_nonalpha_abrev,,,
4253,legal),10.0,0,neg_nonalpha_abrev,,,
4254,ra:,10.0,0,neg_nonalpha_abrev,,,
4255,xmission),10.0,0,neg_nonalpha_abrev,,,
4256,sw),10.0,0,neg_nonalpha_abrev,,,
4257,'glideslope',10.0,0,neg_nonalpha_abrev,,,
4259,malfunction),10.0,0,neg_nonalpha_abrev,,,
4260,wrong:,10.0,0,neg_nonalpha_abrev,,,
4261,a',10.0,0,neg_nonalpha_abrev,,,
4264,'nearest,10.0,0,neg_nonalpha_abrev,,,
4265,gai),10.0,0,neg_nonalpha_abrev,,,
4266,phl),10.0,0,neg_nonalpha_abrev,,,
4267,27',10.0,0,neg_nonalpha_abrev,,,
4268,'help',10.0,0,neg_nonalpha_abrev,,,
4269,marker',10.0,0,neg_nonalpha_abrev,,,
4270,sli),10.0,0,neg_nonalpha_abrev,,,
4271,frequency],10.0,0,neg_nonalpha_abrev,,,
4277,asap',10.0,0,neg_nonalpha_abrev,,,
4280,'gps',10.0,0,neg_nonalpha_abrev,,,
4283,tmc),10.0,0,neg_nonalpha_abrev,,,
4284,'abnormal,10.0,0,neg_nonalpha_abrev,,,
4286,moa),10.0,0,neg_nonalpha_abrev,,,
4288,dp),10.0,0,neg_nonalpha_abrev,,,
4291,'may',9.0,0,neg_nonalpha_abrev,,,
4294,likely),9.0,0,neg_nonalpha_abrev,,,
4295,'appeared,9.0,0,neg_nonalpha_abrev,,,
4297,'brace',9.0,0,neg_nonalpha_abrev,,,
4300,visual/ils,9.0,0,neg_nonalpha_abrev,,,
4301,imc/vmc,9.0,0,neg_nonalpha_abrev,,,
4302,arc',9.0,0,neg_nonalpha_abrev,,,
4303,discretion),9.0,0,neg_nonalpha_abrev,,,
4304,done',9.0,0,neg_nonalpha_abrev,,,
4305,remedy:,9.0,0,neg_nonalpha_abrev,,,
4306,cb),9.0,0,neg_nonalpha_abrev,,,
4308,'thought,9.0,0,neg_nonalpha_abrev,,,
4309,light/moderate,9.0,0,neg_nonalpha_abrev,,,
4311,bed),9.0,0,neg_nonalpha_abrev,,,
4312,coast/suspend,9.0,0,neg_nonalpha_abrev,,,
4313,plus/minus,9.0,0,neg_nonalpha_abrev,,,
4314,i],9.0,0,neg_nonalpha_abrev,,,
4315,'way,9.0,0,neg_nonalpha_abrev,,,
4318,notams),9.0,0,neg_nonalpha_abrev,,,
4320,remarks:,9.0,0,neg_nonalpha_abrev,,,
4321,twr/dep,9.0,0,neg_nonalpha_abrev,,,
4323,'k',9.0,0,neg_nonalpha_abrev,,,
4325,executive),9.0,0,neg_nonalpha_abrev,,,
4326,retracted),9.0,0,neg_nonalpha_abrev,,,
4328,nav/coms,9.0,0,neg_nonalpha_abrev,,,
4329,approaches),9.0,0,neg_nonalpha_abrev,,,
4330,'fail',9.0,0,neg_nonalpha_abrev,,,
4332,including:,9.0,0,neg_nonalpha_abrev,,,
4333,diameter),9.0,0,neg_nonalpha_abrev,,,
4334,room),9.0,0,neg_nonalpha_abrev,,,
4335,transmitter/receiver,9.0,0,neg_nonalpha_abrev,,,
4336,failure?,9.0,0,neg_nonalpha_abrev,,,
4338,40',9.0,0,neg_nonalpha_abrev,,,
4339,'blown,9.0,0,neg_nonalpha_abrev,,,
4340,is/was,9.0,0,neg_nonalpha_abrev,,,
4341,so?,9.0,0,neg_nonalpha_abrev,,,
4342,'enhanced',9.0,0,neg_nonalpha_abrev,,,
4343,ad/fd,9.0,0,neg_nonalpha_abrev,,,
4346,'ask,9.0,0,neg_nonalpha_abrev,,,
4347,ash),9.0,0,neg_nonalpha_abrev,,,
4348,'number,9.0,0,neg_nonalpha_abrev,,,
4350,'skylane,9.0,0,neg_nonalpha_abrev,,,
4351,'ctr',9.0,0,neg_nonalpha_abrev,,,
4352,facility),9.0,0,neg_nonalpha_abrev,,,
4353,'ctl,9.0,0,neg_nonalpha_abrev,,,
4354,with],9.0,0,neg_nonalpha_abrev,,,
4355,'allentown,9.0,0,neg_nonalpha_abrev,,,
4356,lo),9.0,0,neg_nonalpha_abrev,,,
4357,habit),9.0,0,neg_nonalpha_abrev,,,
4358,can',9.0,0,neg_nonalpha_abrev,,,
4359,pilot/controller,9.0,0,neg_nonalpha_abrev,,,
4360,briefed),9.0,0,neg_nonalpha_abrev,,,
4362,schedule),9.0,0,neg_nonalpha_abrev,,,
4363,disagree),9.0,0,neg_nonalpha_abrev,,,
4364,n',9.0,0,neg_nonalpha_abrev,,,
4365,70),9.0,0,neg_nonalpha_abrev,,,
4368,gals),9.0,0,neg_nonalpha_abrev,,,
4369,[rnav,9.0,0,neg_nonalpha_abrev,,,
4374,'incident,9.0,0,neg_nonalpha_abrev,,,
4378,for:,9.0,0,neg_nonalpha_abrev,,,
4379,'catch,9.0,0,neg_nonalpha_abrev,,,
4381,have:,9.0,0,neg_nonalpha_abrev,,,
4382,downtown),9.0,0,neg_nonalpha_abrev,,,
4384,'120,9.0,0,neg_nonalpha_abrev,,,
4385,input',9.0,0,neg_nonalpha_abrev,,,
4389,example),9.0,0,neg_nonalpha_abrev,,,
4390,'ltt,9.0,0,neg_nonalpha_abrev,,,
4392,horizon),9.0,0,neg_nonalpha_abrev,,,
4393,op',9.0,0,neg_nonalpha_abrev,,,
4394,[star,9.0,0,neg_nonalpha_abrev,,,
4395,tkof/dep,9.0,0,neg_nonalpha_abrev,,,
4397,ebound),9.0,0,neg_nonalpha_abrev,,,
4398,difference),9.0,0,neg_nonalpha_abrev,,,
4401,baron),9.0,0,neg_nonalpha_abrev,,,
4405,'position,9.0,0,neg_nonalpha_abrev,,,
4406,ctl/twr,9.0,0,neg_nonalpha_abrev,,,
4409,'pass,9.0,0,neg_nonalpha_abrev,,,
4410,'active',9.0,0,neg_nonalpha_abrev,,,
4414,wife),9.0,0,neg_nonalpha_abrev,,,
4416,'unknown',9.0,0,neg_nonalpha_abrev,,,
4418,ont),9.0,0,neg_nonalpha_abrev,,,
