eventairport,Freq
ROCK SPRINGS MUNI,2
ROCK SPRINGS-SWEETWATER COUNTY,43
ROCKFORD MUNI,11
ROCKING T RANCH,1
ROCKINGHAM COUNTY NC SHILOH,9
ROCKLEDGE,5
ROCKVILLE MUNI,1
ROCKWALL MUNI,15
ROCKWOOD MUNI,6
ROCKY CREEK RANCH,1
ROCKY MOUNT-WILSON RGNL,13
ROCKY MOUNTAIN METROPOLITAN,158
ROGER M. DREYER MEMORIAL,5
ROGERS,2
ROGERS FIELD,5
ROGERS MUNI,2
ROGERS MUNI-CARTER FIELD,15
ROGUE VALLEY INTL - MEDFORD,62
ROHNERVILLE,10
ROLETTE,1
ROLLA DOWNTOWN,2
ROLLA MUNI,2
ROLLA NATIONAL,9
ROLLE AIRFIELD,1
ROME MUNI,1
ROMEO STATE,13
RONALD REAGAN WASHINGTON NATIONAL,189
RONAN,2
RONAN MUNI,1
ROOKE FIELD,2
ROOSEVELT MEMORIAL,1
ROOSEVELT MUNI,10
ROOSEVELT ROADS AIRPORT,1
ROOSTERVILLE,6
ROSALIA MUNI,1
ROSAMOND MUNI,3
ROSAMOND SKYPARK,2
ROSASCHI AIR PARK,2
ROSCOE TURNER,6
ROSCOMMON CONSERVATION,1
ROSCOMMON COUNTY - BLODGETT MEMORIAL,10
ROSEAU MUNI/RUDY BILLBERG FIELD,5
ROSEBUD SIOUX TRIBAL,1
ROSEBURG MUNI,1
ROSEBURG RGNL,13
ROSECRANS MEMORIAL,18
ROSELAND,2
ROSENBAUM FIELD,1
ROSS,5
ROSS COUNTY,6
ROSS FIELD,4
ROSS PRIVATE STRIP,1
ROSSETTIE,4
ROSTRAVER,27
ROSTRAVER MUNI,2
ROSWELL INTL AIR CENTER,41
ROTH,1
ROTHROCK,1
ROTONDA MUNI,1
ROUGH RIVER STATE PARK,2
ROUND LAKE,1
ROUND VALLEY,3
ROUNDUP,4
ROWAN COUNTY,15
ROY E. RAY,4
ROY HURD MEMORIAL,2
ROY OTTEN MEMORIAL AIRFIELD,4
ROY WILLIAMS,5
ROYALTON,1
RPLYMOUTH MUNI,1
RUBY,3
RUBY STAR AIRPARK,1
RUGBY MUNI,3
RUIDOSO,1
RULEVILLE-DREW,2
RUSH CITY RGNL,5
RUSK COUNTY,10
RUSSELL,1
RUSSELL COUNTY,1
RUSSELL MUNI,5
RUSSELLVILLE RGNL,11
RUSSIAN MISSION,2
RUSTIC WILDERNESS,1
RUSTON RGNL,23
RUTHERFORD CO - MARCHMAN FIELD,10
RUTLAND - SOUTHERN VERMONT RGNL,8
RUTLAND MUNI,1
RWJ AIRPARK,3
RYAN AERODROME,1
RYAN FIELD,81
SABETHA MUNI,1
SAC CITY MUNI,1
SACKMAN FIELD,3
SACRAMENTO EXECUTIVE,125
SACRAMENTO INTL,57
SACRAMENTO MATHER,16
SAFFORD MUNI,1
SAFFORD RGNL,2
SAGINAW,4
SAGINAW COUNTY H.W. BROWNE,6
SAINT HELEN MUNI,1
SAIPAN INTL,1
SALAIKA AVIATION,2
SALEM,4
SALEM AIRPARK INC,8
SALEM MEMORIAL,3
SALEM MUNI,8
SALEM-LECKRONE,3
SALINA MUNI,42
SALINA RGNL,7
SALINA-GUNNISON,2
SALINAS MUNI,69
SALINE COUNTY RGNL,10
SALINE COUNTY/WATTS FIELD,4
SALISBURY MUNI,1
SALISBURY-OCEAN CITY WICOMICO RGNL,33
SALLISAW MUNI,8
SALMON MUNI,1
SALT LAKE CI INTL,1
SALT LAKE CITY INTL,486
SALT LAKE CITY MUNI,3
SALT LAKE INTL,4
SALT LKAE CITY MUNI,1
SALTON SEA,2
SALTY APPROACH,1
SALUDA COUNTY,3
SALYER FARMS,2
SAM RIGGS AIRPARK,1
SAMUELS FIELD,3
SAN ANDROS MUNI,1
SAN ANGELO MUNI,1
SAN ANGELO RGNL/MATHIS FIELD,54
SAN ANTONIO INTL,353
SAN ANTONIO MUNI,2
SAN AUGUSTINE COUNTY,1
SAN BERNARDINO INTL,27
SAN CARLOS,121
SAN CARLOS APACHE,2
SAN CARLOS MUNI,12
SAN CLEMENTE ISLAND NALF,1
SAN DIEGO INTL,47
SAN FERNANDO MUNI,2
SAN FERNANDOQ MUNI,1
SAN FRANCISCO INTL,265
SAN FRANCISCO MUNI,1
SAN JUAN,3
SAN JUAN INTL,40
SAN LUIS COUNTY RGNL,59
SAN LUIS OBISPO MUNI,1
SAN LUIS VALLEY RGNL/BERGMAN FIELD,15
SAN MANUEL,3
SAN MANUEL MUNI,2
SAN MARCOS MUNI,31
SAN MARTIN MUNI,1
SAN RAFAEL,7
SAN SABA COUNTY MUNI,3
SAN SABA MUNI,1
SANAA INTL,1
SANCTUARY,1
SAND CANYON,2
SAND LAKE,1
SAND POINT,3
SAND POINT MUNI,1
SAND RIDGE AIRPARK INC,1
SANDERS,1
SANDERSON FIELD,8
SANDIA AIRPARK ESTATES EAST,3
SANDPOINT,10
SANDPOINT MUNI,1
SANDSTONE MUNI,1
SANDUSKY CITY,2
SANDUSKY COUNTY RGNL,3
SANDY CREEK AIRPARK,4
SANFORD,19
SANFORD MUNI,11
SANFORD RGNL,3
SANFORD SEACOAST RGNL,16
SANGSTER INTERNATIONAL,1
SANGSTER INTL,2
SANTA ANA MUNI,2
SANTA BARBARA MUNI,93
SANTA CATALINA MUNI,1
SANTA FE MUNI,86
SANTA MARIA MUNI,6
SANTA MARIA PUB/CAPT G ALLAN HANCOCK FLD,36
SANTA MONICA MUNI,116
SANTA PAULA,22
SANTA PAULA MUNI,6
SANTA ROSA ROUTE 66,6
SANTA SUSANA,4
SANTA SUSANA MUNI,5
SANTA YNEZ,12
SANTA YNEZ MUNI,3
SANTANA MUNI,1
SANTEE COOPER RGNL,5
SANTEE MUNI,1
SARASOTA MEMORIAL HOSPITAL,1
SARASOTA MUNI,1
SARASOTA-BRADENTON,1
SARASOTA/BRADENTON INTL,102
SARATOGA COUNTY,21
SARGENT MUNI,3
SAUERS-HAVEN,2
SAUFLEY FIELD NOLF,4
SAUK CENTRE MUNI,2
SAUK-PRAIRIE,3
SAULT STE MARIE MUNI/SANDERSON FIELD,3
SAVANAH MUNI,1
SAVANNAH MUNI,9
SAVANNAH-HARDIN COUNTY,3
SAVANNAH/HILTON HEAD INTL,85
SAVOONGA,5
SAWYER,1
SAWYER COUNTY,12
SAWYER INTL,14
SAYRE MUNI,2
SCAMMON BAY,1
SCAMMON BAY MUNI,1
SCANDIA AIR PARK,5
SCAPPOOSE INDUSTRIAL AIRPARK,19
SCAPPOOSE MUNI,1
SCHAUMBURG MUNI,1
SCHAUMBURG RGNL,15
SCHENCK FIELD,3
SCHENECTADY COUNTY,31
SCHERTZ FIELD,1
SCHOLES INTL AT GALVESTON,48
SCHOOLCRAFT COUNTY,3
SCHROON LAKE,7
SCHULTZ FIELD,1
SCHUY-RUSH,1
SCHUYLKILL COUNTY /JOE ZERBEY/,8
SCOBEY,1
SCOTT,6
SCOTT AFB/MIDAMERICA,5
SCOTT AIRPARK,1
SCOTT CITY MUNI,2
SCOTT FIELD,2
SCOTT MUNI,4
SCOTT SEED FARM,1
SCOTTS,1
SCOTTS VALLEY MUNI,1
SCOTTSBLUFF MUNI,1
SCOTTSBORO MUNI-WORD FIELD,4
SCOTTSDALE,133
SCRIBNER MUNI,1
SCRIBNER STATE,1
SEAFOOD WAREHOUSE PARK,2
SEAGRAVES MUNI,2
SEAMANS FIELD,18
SEAPLANE LANDING AREA,1
SEARCHLIGHT,2
SEARCY MUNI,13
SEARLE FIELD,9
SEASIDE,1
SEASIDE MUNI,2
SEATTLE INTL,3
SEATTLE SEAPLANES,1
SEATTLE-TACOMA,1
SEATTLE-TACOMA INTL,143
SEBASTIAN MUNI,28
SEBEWAING,1
SEBEWAING MUNI,1
SEBRING RGNL,17
SEDALIA RGNL,8
SEDONA,37
SEDONA MUNI,2
SEELEY LAKE,3
SELAWIK,1
SELAWIK MUNI,2
SELBY GENERAL HOSPITAL,1
SELDOVIA,4
SELDOVIA MUNI,1
SELFS,2
SELIGMAN,2
SELLS,1
SELMA,8
SELMA MUNI,1
SEMINOLE LAKE,3
SEMINOLE MUNI,8
SENECA COUNTY,4
SENECA FALLS MUNI,1
SENTARA NORFOLK GENERAL HOSPITAL,1
SEQUIM VALLEY,4
SEQUOIA FIELD,1
SERENE FIELD,1
SETTLE INTL,1
SEVEN SPRINGS,2
SEWANEE MUNI,1
SEWARD,4
SEWARD MUNI,6
SEYMOUR JOHNSON AFB,3
SEYMOUR LAKE SPB,2
SEYMOUR MUNI,6
SHADE TREE FIELD,2
SHAFTER-MINTER FIELD,11
SHAGELUK,1
SHAKTOOLIK MUNI,1
SHALLOWATER MUNI,1
SHALLOWWATER MUNI,1
SHAMROCK MUNI,1
SHANDS CAIR,1
SHANGHAI INTL,1
SHANGRI LA,1
SHANNON,17
SHANNON INTL,1
SHANNON MEDICAL CENTER,1
SHANNONS POND,2
SHARON,1
SHARP COUNTY RGNL,1
SHATTUCK HOSPITAL,2
SHAW AFB,4
SHAW ISLAND MUNI,1
SHAW ISLAND TRUST,1
SHAWANO MUNI,1
SHAWN FIELD,1
SHAWNEE FIELD,1
SHAWNEE RGNL,19
SHEARER /USFS/,2
SHEBOYGAN COUNTY MEMORIAL,7
SHEEP MOUNTAIN,2
SHELBURNES,1
SHELBY,4
SHELBY AIR SERVICE,1
SHELBY COMMUNITY,1
SHELBY COUNTY,20
SHELBY MUNI,1
SHELBY-CLEVELAND COUNTY RGNL,8
SHELBYVILLE MUNI,10
SHELDON MUNI,4
SHELDON POINT,7
SHELL LAKE MUNI,3
SHELTER COVE,1
SHELTER COVE MUNI,1
SHENANDOAH MUNI,4
SHENANDOAH VALLEY RGNL,25
SHEPPARD AFB/WICHITA FALLS MUNI,19
SHER-WOOD,3
SHERIDAN,2
SHERIDAN COUNTY,22
SHERIDAN MUNI,5
SHERLOCK FIELD,1
SHERMAN,1
SHERMAN AAF,8
SHERMAN MUNI,9
SHIELDS,1
SHIFLET FIELD,1
SHILLING'S,1
SHILOH,1
SHIOCTON,1
SHIPROCK AIRSTRIP,3
SHIRLEY,1
SHIRLEY MUNI,1
SHISHMAREF,2
SHISMAREF MUNI,1
SHIVELY FIELD,3
SHOALS HOSPITAL,2
SHORT CREEK,1
SHOSHONE,1
SHOSHONE COUNTY,2
SHOSHONE MUNI,1
SHOW LOW RGNL,16
SHREVEPORT DOWNTOWN,32
SHREVEPORT MUNI,1
SHREVEPORT RGNL,92
SHUNGNAK,1
SHURE,1
SIDNEY MUNI,23
SIDNEY MUNI/LLOYD W. CARR FIELD,12
SIDNEY-RICHLAND MUNI,12
SIERRA AIRPARK,2
SIERRA BLANCA,1
SIERRA BLANCA RGNL,18
SIERRA SKY PARK,9
SIERRA VISTA MUNI-LIBBY AAF,13
SIERRAVILLE DEARWATER,1
SIERRAVILLE MUNI,1
SIGOURNEY IOWA,1
SIKESTON MEMORIAL MUNI,2
SIKESTON MUNI,3
SIKORSKY,13
SILER CITY MUNI,11
SILETZ BAY STATE,2
SILVER CITY AIRPARK,1
SILVER LAKE,1
SILVER SPRINGS,4
SILVER SPRINGS MUNI,1
SILVER WEST,3
SILVERTON MUNI,2
SIMMONS AAF,2
SIMSBURY,14
SIMSBURY MUNI,4
SINCLAIR ISLAND MUNI,1
SIOUX CENTER MUNI,1
SIOUX CITY MUNI,7
SIOUX GATEWAY/COL. BUD DAY FIELD,78
SISKIYOU COUNTY,5
SISSETON MUNI,1
SISTERS EAGLE AIR,2
SITKA,11
SITKA INTL,1
SITKA MUNI,2
SITKA ROCKY GUTIERREZ,8
SKAGIT RGNL,16
SKAGWAY,5
SKANEATELES AERO DROME,4
SKARDA/TOLLVILLE,4
SKELTON,2
SKIATOOK MUNI,12
SKINNER RANCH,1
SKWENTNA,1
SKWENTNA MUNI,1
SKY ACRES,15
SKY BRYCE,7
SKY CLASSICS FIELD,1
SKY HARBOR,6
SKY HARBOR RESIDENTIAL AIRPARK,2
SKY HAVEN,1
SKY KING,4
SKY MANOR,17
SKY PARK,11
SKY RANCH,12
SKY RANCH AT CAREFREE,9
SKY RANCH FOR BOYS,1
SKY VALLEY AIRPARK,3
SKYDIVE CHICAGO,10
SKYDIVE GREENE COUNTY INC,2
SKYDIVE HOUSTON,2
SKYDIVE LEBANON,1
SKYDIVE OREGON,3
SKYHARBOR,1
SKYHAVEN,41
SKYKOMISH STATE,23
SKYLANE,4
SKYLARK,7
SKYLARK AIRPARK,10
SKYLARK FIELD,42
SKYPARK,35
SKYPORT,1
SKYTOP,2
SKYVIEW,2
SKYVIEW AIRPARK,1
SKYWAY AIRPARK,2
SKYWAY ESTATES,2
SKYWEST INC,7
SLATE CREEK,1
SLATE RUN,1
SLATINGTON,1
SLATINGTON MUNI,3
SLATON MUNI,11
SLAYTON MUNI,2
SLEEPERS STRIP,1
SLEEPY EYE MUNI,3
SLIDELL,16
SLOBOVIA OUTERNATIONAL,1
SLOULIN FIELD INT'L APT,1
SLOULIN FLD INTL,11
SMILEY CREEK,2
SMILEY CREEK MUNI,1
SMILEY JOHNSON MUNI/BASS FIELD,2
SMITH,16
SMITH FIELD,22
SMITH MOUNTAIN LAKE,8
SMITH PRAIRIE,1
SMITH PRAIRIE MUNI,1
SMITH REYNOLDS,55
SMITH RLA,1
SMITHS LAND BASE,1
SMITHVILLE CRAWFORD MUNI,4
SMITHVILLE MUNI,10
SMOKETOWN,5
SMYRNA,46
SMYRNA MUNI,4
SNETTISHAM,2
SNOHOMISH COUNTY (PAINE FLD),104
SNOOK,1
SOARING CLUB OF HOUSTON,2
SOCORRO GENERAL HOSPITAL,1
SOCORRO MUNI,14
SODA SPRINGS MUNI,2
SOLBERG-HUNTERDON,22
SOLDOTNA,24
SOLDOTNA MUNI,1
SOLON SPRINGS MUNI,1
SOLTIS FIELD,1
SOMERSET,11
SOMERSET COUNTY,3
SOMERSET MUNI,1
SONOMA SKYPARK,5
SONOMA VALLEY,7
SONTIMER,1
SOUTH ALABAMA RGNL AT BILL BENTON FIELD,6
SOUTH ALBANY,9
SOUTH ARKANSAS RGNL AT GOODWIN FIELD,14
SOUTH BEND,151
SOUTH BIG HORN COUNTY,2
SOUTH CAPITOL STREET,1
SOUTH COUNTY ARPT OF SANTA CLARA COUNTY,25
SOUTH COVE,4
SOUTH DAYTON,4
SOUTH EXPRESSWAY,5
SOUTH FULTON,3
SOUTH GRAND LAKE RGNL,1
SOUTH HAVEN AREA RGNL,4
SOUTH HAVEN MUNI,2
SOUTH HILL MUNI,1
SOUTH JERSEY RGNL,30
SOUTH LAFOURCHE LEONARD MILLER JR,2
SOUTH LAKE TAHO MUNI,4
SOUTH LAKELAND,6
SOUTH NAKNEK NR 2,3
SOUTH OAKS AERODROME,1
SOUTH ST PAUL MUNI-RICHARD E FLEMING FLD,22
SOUTH TEXAS INTL AT EDINBURG,2
SOUTH TEXAS RGNL AT HONDO,5
SOUTH VALLEY RGNL,49
SOUTHBRIDGE MUNI,10
SOUTHEAST GREENSBORO,2
SOUTHEAST IOWA RGNL,14
SOUTHEASTERN,1
SOUTHERN CALIFORNIA LOGISTICS,23
SOUTHERN COMFORTS AERODROME,1
SOUTHERN CROSS,1
SOUTHERN ILLINOIS,37
SOUTHERN NATURAL GAS CO.,1
SOUTHERN SEAPLANE,3
SOUTHERN WISCONSIN RGNL,48
SOUTHLAND FIELD,1
SOUTHWEST CITRUS,1
SOUTHWEST FLORIDA INTL,21
SOUTHWEST GEORGIA RGNL,28
SOUTHWEST MICHIGAN RGNL,18
SOUTHWEST MINNESOTA RGNL MARSHALL/RYAN FLD,7
SOUTHWEST OREGON RGNL,26
SOUTHWEST WASHINGTON RGNL,15
SPACE COAST RGNL,55
SPADARO,4
SPANAWAY MUNI,2
SPANISH FORK-SPRINGVILLE,15
SPANISH SPRINGS,1
SPARTA COMMUNITY-HUNTER FIELD,5
SPARTA/FORT MC COY,2
SPARTANBURG DOWNTOWN MEMORIAL,22
SPARTANBURG MUNI,1
SPAULDING,3
SPEEDWAY,11
SPENCE,5
SPENCER,2
SPENCER MUNI,8
SPENCERPORT AIRPARK,2
SPICEWOOD,1
SPILLERS CLUB,1
SPIRIT LAKE MUNI,1
SPIRIT OF ST LOUIS,131
SPITFIRE AERODROME,2
SPLIT B RANCH,1
SPOHN-ALICE,4
SPOKANE INTL,105
SPOKANE MUNI,1
SPORT FLYERS,2
SPORTSMAN AIRPARK,6
SPORTSMANS FIELD,1
SPRING HILL,4
SPRING VALLEY FARM,1
SPRINGDALE MUNI,43
SPRINGERVILLE MUNI,4
SPRINGFIELD MUNI,14
SPRINGFIELD ROBERTSON COUNTY,2
SPRINGFIELD-BECKLEY MUNI,22
SPRINGFIELD-BRANSON NATIONAL,117
SPRINGHILL,3
SPRINGHILL MUNI,1
SPRINGWOOD AIRSTRIP,2
SPRUCE CREEK,24
SPRUCE CREEK MUNI,1
SQUIRES,1
ST ANTHONY,1
ST AUGUSTINE MUNI,6
ST CHARLES,14
ST CHARLES COUNTY SMARTT,36
ST CLAIR COUNTY,16
ST CLAIR COUNTY INTL,17
ST CLAIR RGNL,3
ST CLOUD MUNI,5
ST CLOUD RGNL,24
ST ELMO,1
ST FRANCIS MEDICAL CENTER,3
ST GEORGE,6
ST GEORGE MUNI,38
ST IGNATIUS,1
ST JAMES MUNI,5
ST JOHN,1
ST JOHN THE BAPTIST PARISH,4
ST JOHNS INDUSTRIAL AIR PARK,14
ST JOSEPH,1
ST JOSEPH RGNL MEDICAL CENTER,1
ST LANDRY PARISH-AHART FIELD,5
ST LOUIS DOWNTOWN,71
ST LOUIS INTL,15
ST LOUIS METRO-EAST/SHAFER FIELD,2
ST LOUIS MUNI,1
ST LOUIS RGNL,27
ST LUCIE COUNTY INTL,121
ST MARIES MUNI,1
ST MARY'S,2
ST MARYS,6
ST MARYS MUNI,5
ST MUNI,1
ST PAUL DOWNTOWN HOLMAN FLD,59
ST PAUL ISLAND,4
ST PAUL MUNI,1
ST PETE CLEARWA INTL,1
ST PETERSBURG INTL,1
ST PETERSBURG-CLEARWATER INTL,116
ST SIMONS MUNI,1
ST THOMAS MUNI,1
ST. AUGUSTINE MUNI,1
ST. CLOUD MUNI,1
ST. JOSEPH HOSPITAL,1
ST. LOUIS INTL,1
ST. LUCIE COUNTY INTERN.,1
ST. MARY'S COUNTY RGNL,13
ST. TAMMANY RGNL,3
STAFFORD,2
STAFFORD RGNL,3
STAMBAUGH,1
STAN STAMPER MUNI,2
STANDING ROCK,2
STANFORD FIELD,2
STANLEY,4
STANLY COUNTY,8
STANTON,4
STANTON AIRFIELD,4
STANTON COUNTY MUNI,3
STANTON MUNI,4
STAPLES MUNI,1
STAR CITY MUNI,3
STARK'S TWIN OAKS AIRPARK,6
STARKE COUNTY,17
STARKVILLE MUNI,1
STARR-BROWNING AIRSTRIP,2
STATE COLLEGE MUNI,1
STATE PRISON FIELD,1
STATELINE,3
STATELINE MUNI,1
STATESBORO MUNI,4
STATESBORO-BULLOCH COUNTY,9
STATESVILLE RGNL,7
STEAMBOAT SPRIN MUNI,1
STEAMBOAT SPRINGS/BOB ADAMS FIELD,10
STEHEKIN STATE,4
STELLAR AIRPARK,33
STENNIS INTL,11
STEPHAN LAKE LODGE,3
STEPHEN MUNI,1
STEPHENS COUNTY,7
STEPHENS MUNI,1
STERLING,9
STERLING MUNI,6
STEVEN A. BEAN MUNI,1
STEVENS,3
STEVENS FIELD,10
STEVENS POINT MUNI,16
STEVENS VILLAGE,3
STEVENSON,1
STEVENSVILLE,3
STEWART INTL,51
STIBNITE,3
STICKNEY MUNI,1
STIGLER REGIONAL,1
STILLWATER RGNL,22
STINSON MUNI,45
STOCKTON,1
STOCKTON METROPOLITAN,84
STOCKTON MUNI,7
STOCKTRADE,1
STOLTZFUS AIRFIELD,1
STONINGTON AIRPARK,1
STONINGTON MUNI,1
STONY ACRES,1
STONY RIVER MUNI,1
STORM LAKE MUNI,4
STORMVILLE,14
STORMVILLE MUNI,4
STOUT,1
STOVEPIPE WELLS,3
STRAWBERRY VALL MUNI,1
STREATOR MUNI,2
STRIP,1
STRONGSVILLE,4
STRONGSVILLE MUNI,3
STRONGVILLE MUNI,1
STROTHER FIELD,6
STROUDSBURG-POCONO,13
STUART ISLAND AIRPARK,1
STUART POWELL FIELD,5
STUART-ATKINSON MUNI,1
STUCKEY MUNI,1
STURGIS,3
STURGIS MUNI,6
STUTTGART MUNI,16
STYRON,5
SUBURBAN,6
SUDAN,1
SUFFOLK CO.,1
SUFFOLK EXECUTIVE,27
SUGAR HILL,1
SUGAR LAND MUNICIPAL,1
SUGAR LAND RGNL,46
SUGAR LOAF RESORT,2
SUGAR LOAF SHOR MUNI,1
SUGAR LOAF SHORES,3
SUGAR VALLEY,3
SULLIVAN COUNTY,1
SULLIVAN COUNTY INTL,18
SULLIVAN LAKE STATE,2
SULLIVAN RGNL,2
SULPHUR CREEK RANCH,1
SULPHUR MUNI,2
SULPHUR SPRINGS MUNI,7
SULTAN MUNI,1
SUMMERLAND KEY COVE,5
SUMMERSVILLE,3
SUMMERSVILLE MUNI,1
SUMMERVILLE,5
SUMMIT,15
SUMNER COUNTY RGNL,7
SUMTER,8
SUN RIVER MUNI,1
SUN VALLEY,4
SUNBURY,3
SUNDANCE AIRPARK,23
SUNFLOWER AERODROME,1
SUNNYSIDE MUNI,1
SUNRAY,3
SUNRISE BEACH,2
SUNRIVER,17
SUNSET,3
SUNSET AIR STRIP,2
SUNSET STRIP,2
SUNSET STRIP AIRPARK,1
SUPERIOR MUNI,3
SURFSIDE,1
SUSANVILLE MUNI,6
SUSSEX,16
SUSSEX COUNTY,12
SUSSEX MUNI,1
SUTTER COUNTY,6
SUTTON,2
SUWANNEE BELLE,1
SUWANNEE COUNTY,2
SWAN CREEK,1
SWANSBORO COUNTRY,1
SWANSON,2
SWEETWATER (USMC),1
SWEETWATER MUNI,3
SWETTISHAM MUNI,1
SWINTON SMITH FLD AT REIDSVILLE MUNI,1
SYCAMORE HOSPITAL,1
SYCAMORE STRIP,4
"SYDNEY, AUSTRALIA",1
SYLVANIA,7
SYLVESTER,1
SYLVESTER MUNI,1
SYRACUSE HANCOCK INTL,513
SYRACUSE INTL,2
SYRACUSE MUNI,5
SYRACUSE SUBURBAN,1
SYRACUSE-HAMILTON COUNTY MUNI,1
T & M AG AVIATION,1
T P MC CAMPBELL,2
T-BAR,1
TABLE ROCK,1
TACOMA NARROWS,33
TAFT-KERN COUNTY,5
TAHLEQUAH MUNI,5
TAIPEI INTL,1
TALACHULITNA RIVER,1
TALIAFERRO FIELD,1
TALKEETNA,42
TALKEETNA MUNI,1
TALKEETNA VILLAGE STRIP,2
TALLADEGA MUNI,11
TALLAHASEE MUNI,2
TALLAHASSEE COMMERCIAL,2
TALLAHASSEE MUNI,12
TALLAHASSEE RGNL,58
TALLMAN,1
TAMIAMI MUNI,1
TAMPA BAY EXECUTIVE,8
TAMPA EXECUTIVE,37
TAMPA GENERAL HOSPITAL,1
TAMPA INTL,122
TAMPA MUNI,2
TAMPA NORTH AERO PARK,11
TANACROSS,1
TANGERINE,1
TANGIER ISLAND,7
TANGIER ISLAND MUNI,1
TANNER'S,2
TANNER-HILLER,1
TAOS RGNL,26
TAPPAHANNOCK MUNI,2
TAPPAHANNOCK-ESSEX COUNTY,2
TARBORO MUNI,1
TARBORO-EDGECOMBE,1
TATUM,1
TAU,1
TAUNTON MUNI - KING FIELD,16
TAUTON MUNI,1
TAVARES,2
TAVERNAERO PARK,1
TAYLOR,4
TAYLOR AIRSTRIP,2
TAYLOR COUNTY,7
TAYLOR MUNI,5
TAYLORS FLIGHT PARK,1
TAYLORVILLE MUNI,7
TAZEWELL COUNTY,1
TAZLINA,2
TEA MUNI,2
TECUMSEH MUNI,3
TECUMSEH PRODUCTS,1
TED STEVENS ANCHORAGE INTL,284
TEHACHAPI MUNI,3
TEKAMAH MUNI,8
TEKEMAH MUNI,1
TELIDA,1
TELLER,1
TELLURIDE RGNL,19
TEMPLE,2
TEMPLE BAR,6
TEMPLETON MEADO MUNI,1
TENKILLER LAKE AIRPARK,4
TENSAS FLYING SERVICE,2
TERRE HAUTE INTL-HULMAN FIELD,55
TERREL MUNI,1
TERRELL COUNTY,2
TERRELL MUNI,18
TERRY,1
TERRY COUNTY,3
TETERBORO,182
TETERBORO MUNI,28
TETLIN,5
TEW MAC,8
TEXARKANA RGNL-WEBB FIELD,54
TEXAS AIR MUSEUM,1
TEXAS CITY MUNI,1
TEXAS GULF COAST RGNL,34
THE BLUFFS,1
THE CEDARS AIRFIELD,1
THE EASTERN IOWA,113
THE FLORIDA KEYS MARATHON,35
THE LAZY K,1
THE MERCERSBURG ACADEMY,1
THE O'NEILL MUNI-JOHN L BAKER FIELD,7
THE PINES,1
THE QUEENS,1
THE SIGURD ANDERSON,1
THE VALLEY,1
THEODORE FRANCIS GREEN STATE,72
THERMAL MUNI,3
THIBODAUX MUNI,1
THIEF RIVER FALLS RGNL,6
THIGPEN FIELD,1
THOMAS,1
THOMAS C RUSSELL FLD,8
THOMAS COUNTY,1
THOMAS CREEK MUNI,1
THOMAS MUNI,1
THOMAS P STAFFORD,3
THOMAS STRIP,1
THOMASTON-UPSON COUNTY,9
THOMASVILLE MUNI,2
THOMASVILLE RGNL,1
THOMPSON,3
THOMPSON AIRPORT,1
THOMPSON FALLS,2
THOMPSON PASS,1
THOMPSON-ROBBINS,4
THOMPSONVILLE,1
THOMSON-MCDUFFIE COUNTY,4
THORNE BAY,1
THORNTON,1
THORP,1
THREE FORKS,5
THREE LAKES MUNI,2
THREE RIVERS MUNI,1
THREE RIVERS MUNI DR HAINES,8
THROCKMORTON MUNI,1
TICONDEROGA MUNI,7
TICSPM INTL,1
TIERRA LINDA RANCH,1
TIFFIN MUNI,1
TIGER FLD,1
TILLAMOOK,6
TILLITT FIELD,2
TIM'S,1
TIMBER HOUSE,1
TIMBERLINE,3
TINIAN INTL,3
TINKER AFB,8
TIOGA MUNI,1
TIOGO MUNI,1
TIPPECANOE,6
TIPTON,17
TISHOMINGO AIRPARK,2
TISHOMINGO COUNTY,3
TITUSVILLE,7
TOCCOA MUNI,3
TOCCOA RG LETOURNEAU FIELD,3
TOCUMEN INTL,2
TODD FIELD,2
TOFTE,1
TOFTE MUNI,1
TOGIAK,5
TOGIAK MUNI,1
TOK,2
TOK JUNCTION,2
TOKSOOK BAY,3
TOKYO INTL,5
TOLAND,1
TOLEDO  EXECUTIVE,16
TOLEDO EXPRESS,75
TOLEDO MUNI,1
TOLEDO STATE,4
TOLEDO SUBURBAN,12
TOM B. DAVID FLD,7
TOMAHAWK RGNL,1
TOMBSTONE MUNI,2
TOMLINSON FIELD,1
TONASKET MUNI,2
TONCONTIN INTL,2
TONOPAH,15
TOOELE MUNI,1
TOOELE VALLEY HOSPITAL,1
TOPSAIL AIRPARK,1
TOPTON AIR ESTATES,1
TORONTO INTL,6
TORONTO MUNI,2
TORRINGTON MUNI,5
TOWANDA MUNI,1
TOWER MUNI,2
TOWN & COUNTRY,1
TOWN & COUNTRY AIRPARK,9
TOWNER MUNI,1
TOWNSEND,2
TRACY MUNI,29
TRADEWIND,38
TRADEWINDS AERODROME,1
TRADING BAY PRODUCTION,2
TRANSYLVANIA COUNTY,3
TRAVIS,4
TRAVIS AFB,8
TRAVIS AFB AERO CLUB,1
TREGO WAKEENEY,2
TREMONTON MUNI,4
TRENT LOTT INTL,1
TRENTON,1
TRENTON MERCER,51
TRENTON MUNI,3
TRENTON-ROBBINSVILLE,13
TRI-CITIES,68
TRI-CITIES RGNL TN/VA,30
TRI-CITY,16
TRI-COUNTY,13
TRI-COUNTY AERODROME,5
TRI-COUNTY RGNL,9
TRI-L ACRES AIRPARK,1
