tracon_month,pos_nonword_ct,pos_nonword_unique_ct,all_abrevs_no_overcount_ct,all_abrevs_no_overcount_unique_ct,casa_ct,casa_unique_ct,faa_ct,faa_unique_ct,iata_ct,iata_unique_ct,nasa_ct,nasa_unique_ct,hand_ct,hand_unique_ct
DAY 1994/10,57,27,107,39,70,13,29,7,45,13,29,14,20,13
DAY 1994/11,25,16,49,29,16,7,2,2,6,4,18,10,16,10
DAY 1994/2,58,32,85,45,28,11,17,9,34,14,24,14,30,19
DAY 1994/3,9,9,11,11,5,5,2,2,4,4,1,1,3,3
DAY 1994/6,94,22,144,37,67,14,19,4,27,8,33,10,46,11
DAY 1994/7,9,8,26,13,22,9,2,2,0,0,6,5,4,4
DAY 1995/1,96,28,116,36,52,15,36,9,40,12,38,12,42,12
DAY 1995/10,131,51,186,71,87,26,49,16,62,21,87,29,67,25
DAY 1995/11,206,37,292,54,112,17,50,9,90,14,90,21,88,19
DAY 1995/12,69,35,103,50,57,21,17,8,20,13,26,17,28,16
DAY 1995/2,15,10,18,13,10,7,2,2,5,4,8,6,5,4
DAY 1995/3,47,25,66,36,25,10,12,6,10,6,23,13,27,15
DAY 1995/4,50,29,79,42,44,17,24,11,22,10,15,13,18,13
DAY 1995/7,27,10,35,16,15,8,2,1,5,3,18,9,17,5
DAY 1995/8,58,24,77,33,33,11,14,5,14,7,35,16,26,13
DAY 1995/9,32,22,48,32,18,11,7,4,12,9,18,11,20,12
DAY 1996/1,15,10,23,15,15,11,2,2,7,7,12,8,7,3
DAY 1996/11,34,14,46,19,14,5,6,2,12,5,18,8,20,8
DAY 1996/12,72,30,109,38,66,16,32,10,29,9,38,17,34,15
DAY 1996/6,33,20,58,32,31,14,15,5,16,9,13,12,15,8
DAY 1996/7,10,9,11,10,6,5,2,1,1,1,4,4,4,4
DAY 1996/8,23,15,42,27,20,11,3,3,14,8,14,10,8,6
DAY 1996/9,30,17,39,23,23,10,12,4,13,8,14,9,14,9
DAY 1997/10,43,26,69,35,34,12,8,5,12,8,18,10,22,14
DAY 1997/2,24,14,35,21,15,7,7,4,5,4,2,2,13,9
DAY 1997/3,27,15,29,17,13,7,16,7,8,6,7,6,9,5
DAY 1997/6,45,30,66,44,28,17,20,10,18,12,20,17,22,13
DAY 1997/7,60,29,80,40,43,16,21,11,20,8,41,17,29,16
DAY 1997/9,81,31,124,54,48,20,31,7,31,15,55,20,47,15
DAY 1998/1,102,38,142,56,63,22,17,7,25,17,52,25,60,21
DAY 1998/2,9,6,13,10,5,4,3,2,3,3,3,2,5,3
DAY 1998/4,36,19,48,27,10,6,7,3,8,5,24,11,30,15
DAY 1998/5,39,15,56,22,25,7,14,3,1,1,12,6,19,10
DAY 1998/7,21,10,26,14,11,6,14,6,14,5,2,2,8,5
DAY 1998/8,53,21,76,32,35,12,17,4,21,9,19,8,28,13
DAY 1998/9,22,10,42,17,32,8,12,1,5,2,9,8,7,6
DAY 1999/10,28,11,44,18,28,9,4,3,13,4,15,5,9,4
DAY 1999/12,1,1,3,2,2,1,0,0,0,0,0,0,1,1
DAY 1999/2,6,6,11,9,7,5,3,3,2,2,3,3,4,4
DAY 1999/4,22,10,30,13,17,5,2,1,14,5,21,8,10,6
DAY 1999/6,130,46,174,63,66,18,23,11,51,15,68,22,63,26
DAY 1999/7,54,16,82,26,38,9,4,2,22,6,28,9,18,7
DAY 1999/8,8,6,15,8,9,3,0,0,1,1,6,5,6,5
DAY 1999/9,29,20,53,30,28,11,3,3,7,6,17,11,20,14
DAY 2000/1,13,6,15,7,6,3,0,0,7,3,7,3,5,2
DAY 2000/11,34,14,57,24,33,11,9,4,12,7,23,10,17,7
DAY 2000/12,64,22,80,31,45,16,23,7,23,10,19,10,28,10
DAY 2000/2,31,21,58,30,23,9,6,3,9,7,9,8,17,9
DAY 2000/4,14,11,18,14,9,7,2,2,5,5,4,4,5,3
DAY 2000/7,30,10,40,14,26,8,18,5,18,6,8,4,6,3
DAY 2000/9,20,18,43,26,24,11,7,7,12,5,8,5,10,10
DAY 2001/1,19,9,32,17,17,7,1,1,3,2,9,7,8,6
DAY 2001/10,11,9,21,12,13,6,1,1,6,4,9,7,4,3
DAY 2001/11,65,30,85,38,46,14,19,8,19,10,19,13,24,15
DAY 2001/3,19,11,26,17,13,9,2,2,3,3,5,4,9,5
DAY 2001/4,53,27,86,41,50,16,16,2,22,14,21,13,11,6
DAY 2001/5,18,11,24,14,10,4,2,1,3,2,11,8,13,9
DAY 2001/7,42,16,72,25,34,10,14,6,24,9,28,10,12,5
DAY 2001/8,5,5,8,8,3,3,2,2,1,1,2,2,2,2
DAY 2002/12,6,4,8,6,2,2,3,2,3,2,1,1,3,2
DAY 2002/2,82,26,105,36,40,14,25,5,17,8,25,13,48,14
DAY 2002/3,8,4,18,11,7,5,1,1,9,4,1,1,2,1
DAY 2002/5,12,11,19,18,9,9,5,4,1,1,8,8,7,6
DAY 2002/6,28,13,44,18,12,4,6,3,16,5,8,4,14,7
DAY 2003/10,72,21,106,38,55,11,33,5,19,8,15,9,32,12
DAY 2003/12,40,18,55,23,37,9,21,4,7,5,21,13,9,7
DAY 2003/2,166,34,282,57,92,17,42,7,62,13,62,17,66,15
DAY 2003/3,168,44,206,64,74,20,45,12,56,18,66,20,73,21
DAY 2003/4,64,34,110,51,40,17,13,10,34,12,25,15,33,20
DAY 2003/6,28,17,48,25,23,10,9,4,11,6,15,9,12,9
DAY 2003/7,124,37,184,53,94,16,34,8,52,15,68,24,50,18
DAY 2003/8,37,23,49,30,22,11,17,10,19,10,12,9,13,10
DAY 2003/9,13,10,19,13,8,4,1,1,8,3,5,5,5,5
DAY 2004/2,10,10,13,12,7,6,4,4,8,7,5,5,3,3
DAY 2004/3,22,15,29,20,12,8,6,4,12,7,10,6,5,5
DAY 2004/6,37,13,72,28,33,9,13,2,14,7,16,7,17,7
DAY 2005/4,47,24,73,36,38,13,24,10,19,8,16,11,17,11
DAY 2006/10,19,13,28,19,14,7,4,3,8,6,7,5,8,6
DAY 2006/7,54,13,70,18,32,7,18,4,6,3,14,6,30,7
DAY 2007/10,30,15,56,28,26,14,8,3,16,8,24,13,20,9
DAY 2010/5,3,2,6,5,3,2,2,1,2,1,0,0,1,1
DAY 2010/6,2,2,2,2,1,1,2,2,0,0,0,0,1,1
DAY 2011/4,24,9,40,15,18,6,12,6,11,3,4,2,9,4
DAY 2013/8,4,3,11,8,4,3,4,3,2,1,0,0,0,0
DCA 1988/1,104,40,125,52,41,17,38,12,58,16,48,20,37,19
DCA 1988/10,53,23,66,32,25,13,25,9,24,13,17,8,19,9
DCA 1988/11,163,57,197,76,69,21,62,17,71,25,70,24,70,25
DCA 1988/2,30,15,45,22,28,13,8,5,16,8,21,9,11,5
DCA 1988/3,105,47,124,60,56,21,30,10,52,23,45,25,40,21
DCA 1988/4,123,47,144,60,57,21,48,9,55,17,73,26,57,24
DCA 1988/5,133,49,179,70,82,24,41,11,48,19,49,20,50,21
DCA 1988/6,75,29,97,41,30,10,29,6,26,10,53,17,44,17
DCA 1988/7,199,59,265,87,79,26,53,14,95,23,100,30,94,30
DCA 1988/8,32,15,39,20,16,7,10,3,14,6,27,13,17,8
DCA 1988/9,31,19,42,29,15,10,7,5,13,8,16,11,14,10
DCA 1989/1,31,18,38,24,16,8,11,4,14,7,19,13,14,11
DCA 1989/10,174,56,243,77,101,25,68,18,75,18,76,23,73,28
DCA 1989/11,82,32,103,47,40,13,22,10,20,10,33,15,40,18
DCA 1989/12,98,41,126,54,45,16,25,7,45,17,39,19,32,18
DCA 1989/2,85,34,123,49,37,13,21,7,52,14,33,17,34,17
DCA 1989/3,87,31,100,38,30,7,11,5,28,11,26,13,33,13
DCA 1989/4,22,9,41,14,16,5,5,2,15,6,10,5,9,4
DCA 1989/5,121,53,134,64,48,20,36,14,43,22,49,24,51,21
DCA 1989/6,72,25,90,32,30,11,27,7,29,11,48,14,43,13
DCA 1989/8,143,55,168,70,66,24,68,24,68,21,34,17,50,25
DCA 1989/9,218,56,319,85,130,26,65,14,121,24,103,23,92,27
DCA 1990/1,201,56,250,82,93,28,65,17,69,26,98,28,95,26
DCA 1990/11,53,28,71,34,28,10,14,6,21,11,34,15,29,13
DCA 1990/12,56,28,70,38,42,17,24,10,24,12,15,10,14,11
DCA 1990/2,64,35,87,46,25,13,18,8,19,11,25,17,32,20
DCA 1990/3,132,27,158,35,70,14,62,9,76,10,76,15,52,15
DCA 1990/4,127,49,170,74,74,28,47,13,54,23,53,23,55,22
DCA 1990/5,72,31,100,45,43,15,41,14,39,15,32,18,28,14
DCA 1990/6,158,42,204,71,100,26,46,11,70,18,80,23,60,20
DCA 1990/7,246,70,302,95,149,31,56,13,121,34,97,31,82,27
DCA 1990/8,145,59,188,80,73,24,41,14,57,27,76,28,67,30
DCA 1990/9,481,78,663,114,237,33,135,20,186,34,259,34,252,37
DCA 1991/1,74,40,93,51,32,17,16,10,38,22,30,15,25,14
DCA 1991/10,114,47,154,66,70,25,35,12,54,22,51,23,40,17
DCA 1991/12,32,22,45,31,18,8,6,4,9,7,13,13,14,12
DCA 1991/2,127,48,176,72,71,22,29,12,72,25,67,23,48,22
DCA 1991/3,64,29,86,43,40,16,23,4,33,16,29,14,18,12
DCA 1991/4,545,91,714,131,234,35,192,25,246,39,208,37,232,39
DCA 1991/5,82,42,96,53,34,19,18,8,36,20,27,18,36,20
DCA 1991/6,30,16,36,21,7,6,5,4,15,6,14,9,14,9
DCA 1991/7,130,41,212,65,98,19,37,10,60,19,85,21,65,20
DCA 1991/8,74,32,107,42,48,16,19,6,29,11,48,19,41,17
DCA 1991/9,111,36,155,50,64,16,34,7,57,11,51,23,42,18
DCA 1992/1,257,69,352,102,145,30,85,17,93,28,131,35,119,33
DCA 1992/10,64,27,100,43,37,13,23,3,21,8,20,11,29,17
DCA 1992/11,14,11,16,13,8,7,6,4,8,6,5,4,4,3
DCA 1992/12,169,61,215,83,73,28,56,14,68,24,73,27,87,30
DCA 1992/2,157,58,204,78,76,23,46,14,47,18,74,29,95,34
DCA 1992/3,113,45,168,67,86,26,44,13,61,23,62,24,44,20
DCA 1992/4,57,32,67,40,24,14,23,10,21,12,25,18,27,16
DCA 1992/5,118,45,161,65,53,21,35,12,40,17,50,24,57,24
DCA 1992/6,232,47,346,74,158,29,54,8,120,23,103,27,83,21
DCA 1992/7,53,32,75,46,26,16,20,11,33,19,27,16,23,12
DCA 1992/8,48,25,79,41,26,12,14,6,18,10,22,13,25,13
DCA 1993/1,124,43,175,62,85,24,37,12,51,18,61,24,56,21
DCA 1993/10,120,26,158,36,68,12,52,5,68,11,82,20,56,13
DCA 1993/11,181,62,231,84,99,30,68,15,72,24,71,31,80,31
DCA 1993/12,76,43,119,61,54,16,22,9,37,16,50,21,33,23
DCA 1993/3,6,6,14,12,4,3,3,3,2,2,1,1,3,3
DCA 1993/4,122,52,178,74,74,24,41,13,58,20,55,24,52,27
DCA 1993/5,26,21,37,28,12,9,7,5,10,9,14,12,13,10
DCA 1993/6,110,46,156,67,71,20,35,12,46,18,51,24,56,24
DCA 1993/7,48,21,74,33,40,10,12,2,18,7,15,11,18,13
DCA 1993/8,194,62,261,84,98,26,61,13,73,25,100,34,102,27
DCA 1993/9,183,59,245,78,105,29,58,15,57,22,107,32,91,30
DCA 1994/1,58,25,79,29,26,7,19,5,27,11,15,10,22,13
DCA 1994/11,38,11,57,21,20,7,13,3,20,6,3,2,8,4
DCA 1994/12,101,34,129,48,62,20,31,7,38,13,61,18,48,15
DCA 1994/2,73,32,101,48,48,20,35,11,23,11,32,19,32,16
DCA 1994/3,118,37,153,49,69,16,51,9,46,14,44,16,42,19
DCA 1994/4,19,13,23,16,14,9,7,5,4,4,11,9,9,7
DCA 1994/5,62,37,90,47,38,14,15,6,25,13,37,24,25,19
DCA 1994/6,370,68,524,91,200,25,86,11,114,24,190,35,212,35
DCA 1994/7,27,19,32,23,8,5,7,4,7,3,7,6,17,14
DCA 1994/8,160,51,233,70,93,21,43,14,52,16,84,24,79,26
DCA 1994/9,39,11,48,17,14,7,11,2,5,4,30,7,27,5
DCA 1995/1,176,43,298,66,130,20,53,8,79,12,99,23,95,29
DCA 1995/10,60,31,90,42,34,13,22,9,15,8,19,14,29,18
DCA 1995/11,472,80,637,109,250,31,175,16,231,37,181,36,219,36
DCA 1995/12,21,10,41,20,27,8,10,2,9,6,11,7,7,5
DCA 1995/2,99,36,146,53,65,18,23,10,46,15,65,22,46,18
DCA 1995/3,73,32,133,53,52,19,17,9,25,13,44,18,38,16
DCA 1995/4,385,89,527,134,230,40,139,22,160,35,166,41,164,41
DCA 1995/5,69,22,104,31,56,15,13,4,38,9,53,14,25,10
DCA 1995/6,76,38,116,53,74,26,25,11,44,19,40,22,20,13
DCA 1995/7,158,52,224,81,91,22,48,9,69,21,76,30,38,21
DCA 1995/9,92,49,145,73,61,20,30,14,44,19,44,24,42,24
DCA 1996/1,47,26,66,36,30,12,18,9,25,13,11,10,13,10
DCA 1996/10,19,12,19,12,11,5,6,3,5,4,2,2,4,4
DCA 1996/11,398,62,581,90,260,26,127,14,139,24,241,33,196,31
DCA 1996/12,119,45,193,69,83,18,26,8,54,17,66,25,64,24
DCA 1996/2,21,12,40,22,24,9,3,2,9,5,17,10,9,7
DCA 1996/3,61,22,88,37,39,15,20,6,23,9,24,14,29,12
DCA 1996/4,92,37,143,56,62,21,23,9,43,17,60,23,45,19
DCA 1996/5,512,81,695,115,281,35,171,20,190,35,234,35,249,39
DCA 1996/6,53,29,70,45,33,14,20,9,33,18,29,15,16,10
DCA 1996/7,32,22,40,28,9,6,9,6,25,13,11,10,10,10
DCA 1996/8,19,13,23,15,10,6,3,3,5,3,13,7,12,8
DCA 1996/9,59,30,82,41,40,13,30,11,26,14,19,12,27,16
DCA 1997/10,372,72,481,104,196,33,120,17,139,29,258,41,196,36
DCA 1997/11,81,23,104,31,57,13,37,7,21,10,22,11,22,9
DCA 1997/12,76,28,98,41,27,15,26,9,27,15,57,22,49,16
DCA 1997/2,143,43,209,68,93,22,39,15,48,16,70,22,69,23
DCA 1997/3,273,91,374,132,145,38,75,20,106,38,132,41,137,47
DCA 1997/4,85,42,131,58,59,17,16,9,37,14,38,21,45,28
DCA 1997/5,24,8,34,11,14,5,8,3,8,3,2,1,14,4
DCA 1997/6,63,29,99,46,42,17,20,5,35,13,41,18,32,17
DCA 1997/7,55,33,73,43,21,13,9,6,14,10,32,19,32,16
DCA 1997/8,51,33,61,39,18,11,15,10,14,9,23,15,26,17
DCA 1997/9,106,37,136,53,66,22,43,11,52,15,56,21,37,17
DCA 1998/1,180,68,251,91,107,26,72,18,103,28,79,33,74,34
DCA 1998/10,26,16,49,22,26,9,5,3,17,9,14,7,10,5
DCA 1998/11,17,13,20,16,3,3,7,4,6,5,9,8,8,7
DCA 1998/2,67,41,111,61,43,19,14,10,26,16,48,21,41,21
DCA 1998/3,218,73,322,114,123,32,59,17,88,28,96,37,100,34
DCA 1998/4,186,61,280,87,130,25,44,11,77,18,92,34,82,35
DCA 1998/5,140,32,188,46,96,21,70,15,68,14,62,17,56,14
DCA 1998/6,152,52,193,73,91,27,48,11,62,20,86,31,58,25
DCA 1998/7,55,27,73,38,32,15,15,8,20,9,19,14,26,15
DCA 1998/8,61,34,94,47,41,16,14,7,29,12,28,15,26,17
DCA 1998/9,86,34,128,47,51,12,22,4,29,10,41,20,48,19
DCA 1999/1,55,26,73,36,30,15,10,6,22,13,26,12,29,12
DCA 1999/10,35,20,55,27,25,10,12,7,17,7,18,10,21,12
DCA 1999/11,65,28,93,36,35,13,20,7,28,11,22,11,32,14
DCA 1999/12,88,40,125,59,47,18,27,9,31,12,43,21,49,22
DCA 1999/2,88,38,108,49,42,16,28,10,38,13,45,19,44,21
DCA 1999/3,186,43,274,62,122,20,46,8,86,11,92,20,90,25
DCA 1999/4,112,40,153,61,66,25,41,11,60,19,69,27,48,18
DCA 1999/5,83,45,142,68,61,23,23,12,29,16,42,24,49,28
DCA 1999/6,92,39,121,53,62,16,39,9,44,13,57,23,35,20
DCA 1999/7,114,31,188,48,104,21,50,9,58,13,66,18,44,16
DCA 1999/8,79,43,115,67,43,16,34,12,34,16,28,18,32,25
DCA 1999/9,114,35,202,59,98,21,31,11,60,16,75,19,59,17
DCA 2000/1,63,26,88,37,37,13,23,6,29,8,49,18,35,15
DCA 2000/10,23,13,28,18,12,8,6,3,6,4,18,11,13,7
DCA 2000/11,37,20,54,30,26,14,12,5,19,9,23,13,17,10
DCA 2000/12,186,70,274,100,120,32,56,16,96,33,84,40,78,30
DCA 2000/2,26,11,39,16,14,5,9,5,11,5,26,8,14,5
DCA 2000/3,113,39,174,55,99,19,30,7,71,18,84,28,40,20
DCA 2000/4,34,17,62,30,28,13,10,5,21,10,19,13,12,7
DCA 2000/5,98,41,151,63,73,21,27,9,57,21,58,24,38,19
DCA 2000/6,174,67,248,97,104,32,59,18,75,30,101,30,81,29
DCA 2000/7,70,19,110,30,46,11,14,6,14,5,36,9,40,10
DCA 2000/8,49,28,92,44,35,19,20,7,26,14,33,17,26,13
DCA 2000/9,75,32,107,46,44,19,25,8,30,11,63,24,44,19
DCA 2001/1,130,51,203,72,102,24,42,13,74,21,70,27,62,27
DCA 2001/10,24,12,40,19,16,7,1,1,10,6,21,8,13,6
DCA 2001/11,62,25,91,37,44,16,24,10,20,10,38,15,29,12
DCA 2001/2,176,36,216,49,122,21,64,12,64,16,70,18,64,17
DCA 2001/3,10,9,15,13,6,5,2,2,8,7,3,3,4,4
DCA 2001/4,60,28,93,42,38,11,15,6,23,10,34,16,27,17
DCA 2001/5,67,31,100,44,44,14,30,14,31,13,26,12,28,16
DCA 2001/6,153,58,254,95,122,28,52,10,90,26,87,37,50,31
DCA 2001/7,90,37,169,59,77,17,26,9,33,13,43,18,40,18
DCA 2001/8,152,55,206,74,80,24,44,15,67,24,74,29,72,26
DCA 2001/9,9,6,15,11,6,4,2,1,4,2,6,4,6,4
DCA 2002/1,8,5,12,9,6,6,4,2,5,3,7,6,2,1
DCA 2002/11,29,17,40,26,19,10,16,7,21,10,8,6,8,6
DCA 2002/12,85,31,106,43,57,20,41,11,49,18,57,17,33,13
DCA 2002/2,22,15,35,23,8,6,4,3,6,6,8,7,12,7
DCA 2002/3,52,26,64,33,31,16,22,8,33,16,24,13,18,9
DCA 2002/4,32,14,36,18,15,7,9,4,6,4,7,4,14,7
DCA 2002/5,56,28,91,42,40,17,20,8,24,13,26,16,15,11
DCA 2002/7,49,27,60,35,22,12,16,6,27,12,28,18,22,15
DCA 2002/8,35,17,42,22,16,8,12,5,12,5,21,12,21,11
DCA 2003/6,62,26,84,39,33,13,14,9,19,9,22,11,30,14
DCA 2004/8,42,21,57,33,11,9,16,5,18,9,19,12,24,13
DCA 2006/10,71,31,87,37,49,19,24,13,31,12,38,16,28,12
DCA 2006/5,17,11,27,16,14,6,7,4,3,3,4,3,10,7
DCA 2006/6,15,7,28,12,18,7,7,4,9,4,14,5,8,3
DCA 2006/7,86,17,114,24,72,12,44,6,60,9,68,12,30,8
DCA 2007/11,60,24,72,33,32,11,23,5,35,11,27,16,22,11
DCA 2008/12,2,2,4,4,1,1,2,2,1,1,0,0,1,1
DCA 2008/3,19,12,38,22,22,10,9,5,23,12,8,7,6,3
DCA 2009/5,10,7,17,11,9,6,10,7,8,5,0,0,1,1
DEL 1992/10,23,7,30,11,16,4,9,4,2,2,7,3,8,4
DEN 1988/1,117,42,144,57,63,21,46,17,55,22,39,17,37,15
DEN 1988/10,41,22,48,27,14,10,11,4,18,11,14,10,19,9
DEN 1988/11,75,39,89,46,36,15,20,12,25,12,32,13,35,20
DEN 1988/12,242,74,312,102,126,28,78,24,64,27,103,31,125,40
DEN 1988/2,84,31,108,44,39,14,18,5,35,13,48,18,44,15
DEN 1988/3,42,13,49,19,25,7,4,2,16,5,20,9,19,8
DEN 1988/4,96,40,126,59,59,25,26,12,29,17,39,23,44,18
DEN 1988/5,117,39,136,53,50,18,29,9,37,14,51,17,69,21
DEN 1988/6,26,17,47,27,17,9,17,9,9,5,10,7,11,8
DEN 1988/7,27,17,30,19,12,7,5,5,14,8,16,10,11,8
DEN 1988/8,32,18,35,20,20,9,17,10,8,8,6,4,11,7
DEN 1988/9,47,28,61,40,20,14,19,9,24,14,23,13,18,10
DEN 1989/1,82,20,103,27,56,11,30,4,38,8,60,13,38,12
DEN 1989/10,144,47,192,67,82,24,38,10,66,23,76,25,62,19
DEN 1989/11,65,23,87,39,36,13,16,5,33,14,24,11,26,12
DEN 1989/12,102,42,129,49,67,22,35,11,56,19,64,21,36,16
DEN 1989/2,106,42,145,57,73,18,25,8,43,16,47,21,42,21
DEN 1989/3,183,56,253,78,103,26,48,11,61,19,96,33,94,32
DEN 1989/4,34,16,45,24,20,10,12,4,13,8,9,7,16,8
DEN 1989/5,59,31,87,45,42,17,27,14,33,17,26,13,21,11
DEN 1989/6,59,27,84,41,34,17,25,10,30,13,34,16,28,15
DEN 1989/7,129,45,179,71,47,20,18,9,38,23,49,19,80,23
DEN 1989/8,145,45,184,63,83,20,29,11,55,16,97,26,72,25
DEN 1989/9,213,35,293,49,129,18,60,13,75,14,114,18,126,19
DEN 1990/1,194,59,256,80,106,29,40,14,94,25,140,33,101,28
DEN 1990/12,72,24,86,30,38,10,23,7,17,9,36,14,30,10
DEN 1990/2,168,49,212,66,92,26,40,13,61,20,99,31,84,27
DEN 1990/3,681,80,1007,124,403,38,196,19,240,33,375,37,323,37
DEN 1990/4,219,74,289,101,121,35,87,21,118,34,93,33,91,35
DEN 1990/5,95,45,137,67,52,23,26,14,31,16,48,21,52,22
DEN 1990/7,40,24,53,31,20,12,11,6,19,11,23,13,20,12
DEN 1990/8,35,13,40,18,11,7,9,5,10,6,17,5,21,6
DEN 1990/9,50,18,78,28,36,12,12,6,46,13,20,8,16,7
DEN 1991/1,11,7,17,12,9,7,1,1,5,4,12,8,6,3
DEN 1991/10,121,42,181,64,58,15,36,9,51,13,51,21,73,27
DEN 1991/11,40,10,50,15,26,9,4,2,8,4,26,8,22,5
DEN 1991/12,104,42,134,54,56,13,25,10,24,11,41,22,43,24
DEN 1991/2,15,9,23,12,10,5,2,1,9,5,14,7,7,4
DEN 1991/3,93,40,123,54,56,21,21,12,30,10,44,18,45,24
DEN 1991/4,412,65,557,92,296,30,123,18,215,21,234,34,164,34
DEN 1991/5,145,49,196,66,75,22,33,12,74,19,75,32,56,27
DEN 1991/6,50,23,64,36,36,14,15,4,16,8,29,19,18,12
DEN 1991/7,66,18,81,26,48,11,18,4,22,7,19,8,18,8
DEN 1991/8,86,37,130,52,53,13,21,6,33,14,39,18,38,16
DEN 1991/9,160,57,254,83,106,27,46,16,58,19,79,31,81,28
DEN 1992/1,120,35,154,53,45,17,21,9,17,8,57,18,85,21
DEN 1992/10,54,27,92,44,46,16,18,7,26,11,27,16,27,16
DEN 1992/11,42,29,70,41,24,12,7,5,19,12,21,15,27,18
DEN 1992/12,56,25,72,32,26,12,10,5,14,7,28,12,26,12
DEN 1992/2,290,55,381,77,147,28,54,13,95,21,136,29,134,29
DEN 1992/3,120,40,153,56,60,21,36,9,30,18,66,26,65,19
DEN 1992/4,80,38,107,53,27,13,20,9,24,15,42,18,47,18
DEN 1992/6,97,25,124,34,41,10,12,3,19,9,62,17,65,15
DEN 1992/7,127,41,163,55,84,25,28,12,37,18,64,24,58,19
DEN 1992/8,85,36,115,51,40,16,34,14,35,13,29,16,38,19
DEN 1992/9,45,19,64,25,36,8,14,3,19,7,32,14,16,9
DEN 1993/1,76,29,100,39,37,15,12,7,11,7,41,15,51,16
DEN 1993/10,91,22,106,26,46,10,35,9,21,8,30,8,44,10
DEN 1993/11,56,26,83,37,48,15,22,7,30,12,38,16,13,8
DEN 1993/12,125,44,174,60,71,21,30,12,51,19,71,21,68,24
DEN 1993/2,192,65,274,95,97,34,69,19,49,25,94,30,107,33
DEN 1993/3,95,25,137,40,69,15,20,5,42,9,61,14,49,14
DEN 1993/4,127,46,159,61,48,20,44,11,19,11,73,28,77,27
DEN 1993/5,246,80,346,121,125,38,63,23,96,36,140,40,136,39
DEN 1993/6,150,60,205,83,66,22,18,11,42,20,84,35,84,35
DEN 1993/7,186,59,268,88,108,32,37,10,55,20,91,36,96,33
DEN 1993/8,102,41,143,51,73,15,30,7,64,21,68,23,43,19
DEN 1993/9,131,45,185,59,85,25,31,10,65,18,79,23,52,19
DEN 1994/1,101,37,134,56,56,23,24,10,21,14,50,20,58,19
DEN 1994/11,243,60,335,86,116,28,31,11,61,20,121,33,144,33
DEN 1994/12,98,41,178,67,79,21,19,8,44,16,73,28,44,20
DEN 1994/2,110,43,178,64,85,23,30,10,49,18,59,25,60,20
DEN 1994/3,77,38,118,55,48,18,24,9,38,15,56,23,35,18
DEN 1994/4,45,23,76,34,41,15,13,6,21,8,29,15,14,10
DEN 1994/5,67,33,88,44,30,17,16,8,18,13,41,23,43,16
DEN 1994/6,73,28,99,44,37,16,12,7,17,11,38,13,40,13
DEN 1994/8,48,24,61,32,25,13,15,9,12,8,17,8,28,13
DEN 1994/9,30,17,39,22,13,6,3,1,4,3,20,12,20,12
DEN 1995/1,204,44,300,59,158,21,38,7,68,15,96,24,96,22
DEN 1995/10,120,43,195,69,97,26,24,9,43,17,73,28,70,23
DEN 1995/11,90,21,146,35,72,13,26,7,36,6,32,7,30,11
DEN 1995/12,18,15,30,24,15,10,5,4,8,7,14,11,8,7
DEN 1995/2,148,47,234,66,97,16,24,5,30,12,75,27,89,27
DEN 1995/3,100,45,146,66,62,25,29,12,35,16,52,26,61,26
DEN 1995/4,89,48,133,69,56,25,26,12,25,14,36,21,57,28
DEN 1995/5,233,47,341,70,158,22,74,12,66,15,96,27,117,26
DEN 1995/6,105,48,165,71,79,23,28,8,54,19,65,26,48,23
DEN 1995/7,112,40,147,62,50,20,18,8,28,12,66,18,71,24
DEN 1995/8,173,62,278,102,122,35,46,15,50,20,108,36,102,35
DEN 1995/9,16,12,20,15,8,5,5,3,12,8,3,3,4,4
DEN 1996/1,165,59,230,80,111,30,61,18,51,22,67,28,88,28
DEN 1996/10,79,30,118,44,60,15,21,7,19,5,41,16,43,18
DEN 1996/11,170,35,228,46,110,16,52,7,52,10,38,13,68,18
DEN 1996/12,270,77,373,115,163,34,86,21,91,26,111,37,149,43
DEN 1996/2,34,20,65,31,38,13,7,4,15,7,30,16,21,12
DEN 1996/3,165,60,259,88,141,30,39,9,73,21,99,36,72,30
DEN 1996/4,55,28,85,47,26,14,13,6,21,10,36,18,37,17
DEN 1996/5,344,53,446,74,220,27,122,13,124,17,226,34,170,27
DEN 1996/6,97,33,135,50,57,21,23,9,12,9,57,17,57,18
DEN 1996/7,81,28,100,37,28,12,28,7,18,7,45,16,57,17
DEN 1996/8,209,65,299,94,119,30,66,16,71,26,126,32,114,30
DEN 1996/9,26,12,29,14,9,4,2,1,9,5,18,8,13,6
DEN 1997/1,233,50,314,72,146,25,100,16,70,20,102,24,92,23
DEN 1997/10,23,18,62,26,41,9,11,7,18,6,18,8,9,8
DEN 1997/11,30,20,48,34,20,13,9,5,8,7,12,11,15,10
DEN 1997/12,6,6,8,7,4,3,3,2,2,2,3,3,2,2
DEN 1997/2,168,57,220,75,89,26,31,14,55,24,110,30,102,27
DEN 1997/3,154,59,220,86,82,32,41,15,45,21,83,31,85,32
DEN 1997/4,79,38,111,53,47,17,14,7,24,11,40,21,44,22
DEN 1997/5,332,62,502,88,210,30,94,15,112,23,216,33,216,33
DEN 1997/6,57,29,88,44,44,18,20,5,22,8,43,20,28,15
DEN 1997/7,16,11,20,15,5,3,3,2,3,2,7,5,7,5
DEN 1997/8,89,36,132,51,71,21,23,11,40,15,51,19,42,19
