Acronym,acronym,Fullform5,link3
NAT,nat,São Gonçalo do Amarante–Governador Aluízio Alves International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NAU,nau,Napuka Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NAV,nav,Nev?ehir Kapadokya Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NAW,naw,Narathiwat Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NAY,nay,Beijing Nanyuan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NAZ,naz,Nana Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NBA,nba,Nambaiyufa Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NBB,nbb,Barranco Minas Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NBC,nbc,Begishevo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NBE,nbe,Enfidha-Hammamet International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NBG,nbg,NAS JRB New Orleans ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NBH,nbh,Nambucca Heads Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NBL,nbl,Wannukandi Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NBN,nbn,Annobón Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NBO,nbo,Jomo Kenyatta International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NBS,nbs,Changbaishan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NBW,nbw,Guantanamo Bay Naval Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NBX,nbx,Nabire Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCA,nca,North Caicos Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCE,nce,Nice Côte d'Azur Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCG,ncg,Nuevo Casas Grandes Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCH,nch,Nachingwea Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCI,nci,Antioquia Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCJ,ncj,Sunchales Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCL,ncl,Newcastle Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCN,ncn,Chenega Bay Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCO,nco,Quonset State Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCR,ncr,San Carlos Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCS,ncs,Newcastle Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCT,nct,Nicoya Guanacaste Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCU,ncu,Nukus Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NCY,ncy,Annecy – Haute-Savoie – Mont Blanc Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDA,nda,Bandanaira Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDB,ndb,Nouadhibou International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDC,ndc,Shri Guru Gobind Singh Ji Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDD,ndd,Sumbe Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDE,nde,Mandera Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDF,ndf,N'dalatando Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDG,ndg,Qiqihar Sanjiazi Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDI,ndi,Namudi Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDJ,ndj,N'Djamena International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDK,ndk,Namorik Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDL,ndl,N'Délé Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDM,ndm,Mendi Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDN,ndn,Nadunumu Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDR,ndr,Nador International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDS,nds,Sandstone Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDU,ndu,Rundu Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NDY,ndy,Sanday Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NEA,nea,Naval Air Station Glynco,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NEC,nec,Necochea Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NEF,nef,Neftekamsk Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NEG,neg,Negril Aerodrome,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NEJ,nej,Nejjo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NEK,nek,Nekemte Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NEL,nel,NAES Lakehurst ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NEN,nen,NOLF Whitehouse,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NER,ner,Chulman Neryungri Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NEU,neu,Sam Neua Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NEV,nev,Vance W. Amory International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NEW,new,Lakefront Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NFG,nfg,Nefteyugansk Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NFL,nfl,NAS Fallon ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NFO,nfo,Niuafo'ou Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NFR,nfr,Nafoora Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGA,nga,Young Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGB,ngb,Ningbo Lishe International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGD,ngd,Auguste George Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGE,nge,Ngaoundéré Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGF,ngf,MCAS Kaneohe Bay,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGI,ngi,Gau Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGK,ngk,Nogliki Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGL,ngl,Ngala Airfield,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGN,ngn,Narganá Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGO,ngo,Ch?bu Centrair International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGP,ngp,NAS Corpus Christi ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGQ,ngq,Ngari Gunsa Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGR,ngr,Ningerum Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGS,ngs,Nagasaki Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGU,ngu,NS Norfolk ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGW,ngw,NOLF Cabaniss Field,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NGX,ngx,Manang Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NHA,nha,Nha Trang Air Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NHD,nhd,Al Minhad Air Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NHF,nhf,New Halfa Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NHK,nhk,NAS Patuxent River ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NHS,nhs,Nushki Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NHT,nht,RAF Northolt,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NHV,nhv,Nuku Hiva Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NHX,nhx,NOLF Barin ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NHZ,nhz,Brunswick Executive Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIA,nia,Nimba Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIB,nib,Nikolai Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIC,nic,Nicosia International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIF,nif,Nifty Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIG,nig,Nikunau Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIK,nik,Niokolo-Koba Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIM,nim,Diori Hamani International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIN,nin,Ninilchik Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIO,nio,Nioki Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIP,nip,NAS Jacksonville ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIR,nir,Chase Field Industrial Complex ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIS,nis,Simberi Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIT,nit,Niort - Souché Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIU,niu,Niau Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NIX,nix,Nioro Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NJA,nja,Naval Air Facility Atsugi,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NJC,njc,Nizhnevartovsk Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NJF,njf,Al Najaf International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NJK,njk,NAF El Centro,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKA,nka,Nkan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKB,nkb,Noonkanbah Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKC,nkc,Nouakchott–Oumtounsy International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKD,nkd,Sinak Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKG,nkg,Nanjing Lukou International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKI,nki,Naukati Bay Seaplane Base ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKL,nkl,Nkolo-Fuma Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKM,nkm,Nagoya Airfield ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKN,nkn,Nankina Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKO,nko,Ankokoambo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKP,nkp,Nukutepipi Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKS,nks,Nkongsamba Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKT,nkt,??rnak Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKU,nku,Nkaus Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKX,nkx,MCAS Miramar,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NKY,nky,Yokangassi Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLA,nla,Simon Mwansa Kapwepwe International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLC,nlc,NAS Lemoore ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLD,nld,Quetzalcóatl International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLE,nle,Jerry Tyler Memorial Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLF,nlf,Darnley Island Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLG,nlg,Nelson Lagoon Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLH,nlh,Ninglang Luguhu Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLI,nli,Nikolayevsk-on-Amur Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLK,nlk,Norfolk Island Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLL,nll,Nullagine Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLN,nln,Kneeland Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLO,nlo,N'Dolo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLP,nlp,Nelspruit Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLS,nls,Nicholson Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLT,nlt,Xinyuan Nalati Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLU,nlu,Santa Lucía Air Force Base Num 1,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NLV,nlv,Mykolaiv International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NMA,nma,Namangan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NMB,nmb,Daman Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NMC,nmc,Norman's Cay Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NME,nme,Nightmute Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NMF,nmf,Maafaru International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NMG,nmg,San Miguel Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NML,nml,Fort McMurray/Mildred Lake Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NMN,nmn,Nomane Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NMP,nmp,New Moon Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NMR,nmr,Nappa Merrie Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NMS,nms,Nansang Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NMT,nmt,Namtu Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NNA,nna,Kenitra Air Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NNB,nnb,Santa Ana Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NND,nnd,Nangade Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NNG,nng,Nanning Wuxu International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NNI,nni,Namutoni Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NNK,nnk,Naknek Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NNL,nnl,Nondalton Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NNM,nnm,Naryan-Mar Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NNR,nnr,Connemara Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NNT,nnt,Nan Nakhon Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NNU,nnu,Nanuque Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NNX,nnx,Nunukan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NNY,nny,Nanyang Jiangying Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOA,noa,NAS Nowra,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOB,nob,Nosara Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOC,noc,Ireland West Airport Knock,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOD,nod,Norddeich Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOG,nog,Nogales International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOI,noi,Novorossiysk Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOJ,noj,Noyabrsk Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOK,nok,Nova Xavantina Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOM,nom,Nomad River Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NON,non,Nonouti Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOO,noo,Naoro Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOP,nop,Sinop Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOR,nor,Norðfjörður Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOS,nos,Fascene Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOT,not,Marin County Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOU,nou,La Tontouta International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOV,nov,Albano Machado Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NOZ,noz,Spichenkovo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NPA,npa,NAS Pensacola ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NPE,npe,Hawke's Bay Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NPG,npg,Nipa Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NPH,nph,Nephi Municipal Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NPL,npl,New Plymouth Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NPO,npo,Nanga Pinoh Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NPP,npp,Napperby Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NPR,npr,Novo Progresso Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NPT,npt,Newport State Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NPU,npu,San Pedro de Urabá Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NQA,nqa,Millington Regional Jetport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NQI,nqi,NAS Kingsville,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NQL,nql,Niquelândia Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NQN,nqn,Presidente Perón International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NQT,nqt,Nottingham Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NQU,nqu,Reyes Murillo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NQX,nqx,NAS Key West ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NQY,nqy,Newquay Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NRA,nra,Narrandera Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
