,0,abrev,tag,casa_fullform,faa_fullform,iata_fullform,nasa_fullform,hand_fullform2,add_to_realworld_dictionary,add_to_airport,mispelled_word_fix 
feteg,6,1,neg_nonword,,,,,,,,
lymen,6,1,neg_nonword,,,,,,,,
tritn,6,1,neg_nonword,,,,,,,,
etree,6,1,neg_nonword,,,,,,,,
li,6,1,neg_nonword,,,,,,,,
hammu,6,1,neg_nonword,,,,,,,,
klebb,6,1,neg_nonword,,,,,,,,
minden,6,1,neg_nonword,,,,,,,,
orrim,6,1,neg_nonword,,,,,,,,
resyncing,6,1,neg_nonword,,,,,,,,
vantz,6,1,neg_nonword,,,,,,,,
jetprop,6,1,neg_nonword,,,,,,,,
vedus,6,1,neg_nonword,,,,,,,,
yohoe,6,1,neg_nonword,,,,,,,,
capitan,6,1,neg_nonword,,,,,,,,
bosa,6,1,neg_nonword,,,,,,,,
lopez,6,1,neg_nonword,,,,,,,,
yacnu,6,1,neg_nonword,,,,,,,,
topanga,6,1,neg_nonword,,,,,,,,
blews,6,1,neg_nonword,,,,,,,,
cancelable,6,1,neg_nonword,,,,,,,,
wycof,6,1,neg_nonword,,,,,,,,
juuse,6,1,neg_nonword,,,,,,,,
regle,6,1,neg_nonword,,,,,,,,
acces,6,1,neg_nonword,,,,,,,,
hypoxic,6,1,neg_nonword,,,,,,,,
lightheadedness,6,1,neg_nonword,,,,,,,,
dunnn,6,1,neg_nonword,,,,,,,,
elloy,6,1,neg_nonword,,,,,,,,
yoqmu,6,1,neg_nonword,,,,,,,,
nelie,6,1,neg_nonword,,,,,,,,
poogy,6,1,neg_nonword,,,,,,,,
mw,6,1,neg_nonword,,,,,,,,
trtel,6,1,neg_nonword,,,,,,,,
stakr,6,1,neg_nonword,,,,,,,,
mercs,6,1,neg_nonword,,,,,,,,
exall,6,1,neg_nonword,,,,,,,,
friant,6,1,neg_nonword,,,,,,,,
catskill,6,1,neg_nonword,,,,,,,,
kimmo,6,1,neg_nonword,,,,,,,,
tuggz,6,1,neg_nonword,,,,,,,,
unoko,6,1,neg_nonword,,,,,,,,
vlo,6,1,neg_nonword,,,,,,,,
elato,6,1,neg_nonword,,,,,,,,
multiengine,6,1,neg_nonword,,,,,,,,
tusti,6,1,neg_nonword,,,,,,,,
aed,6,1,neg_nonword,,,,,,,,
dryuc,6,1,neg_nonword,,,,,,,,
lczr,6,1,neg_nonword,,,,,,,,
flabob,6,1,neg_nonword,,,,,,,,
purrl,6,1,neg_nonword,,,,,,,,
nward,6,1,neg_nonword,,,,,,,,
weymouth,6,1,neg_nonword,,,,,,,,
munich,6,1,neg_nonword,,,,,,,,
xradials,6,1,neg_nonword,,,,,,,,
ferer,6,1,neg_nonword,,,,,,,,
showz,6,1,neg_nonword,,,,,,,,
nicad,6,1,neg_nonword,,,,,,,,
cpcs,6,1,neg_nonword,,,,,,,,
etaru,6,1,neg_nonword,,,,,,,,
mkaye,6,1,neg_nonword,,,,,,,,
awson,6,1,neg_nonword,,,,,,,,
moree,6,1,neg_nonword,,,,,,,,
anton,6,1,neg_nonword,,,,,,,,
tarvr,6,1,neg_nonword,,,,,,,,
bridj,6,1,neg_nonword,,,,,,,,
reese,6,1,neg_nonword,,,,,,,,
rnavs,6,1,neg_nonword,,,,,,,,
ading,6,1,neg_nonword,,,,,,,,
dockr,6,1,neg_nonword,,,,,,,,
gilco,6,1,neg_nonword,,,,,,,,
fltplan,6,1,neg_nonword,,,,,,,,
wnwbound,6,1,neg_nonword,,,,,,,,
ncb,6,1,neg_nonword,,,,,,,,
alamosa,6,1,neg_nonword,,,,,,,,
graye,6,1,neg_nonword,,,,,,,,
repressurized,6,1,neg_nonword,,,,,,,,
brooklyn,6,1,neg_nonword,,,,,,,,
tafs,6,1,neg_nonword,,,,,,,,
caracas,6,1,neg_nonword,,,,,,,,
xyp,6,1,neg_nonword,,,,,,,,
braunfels,6,1,neg_nonword,,,,,,,,
overpwr,6,1,neg_nonword,,,,,,,,
campinas,6,1,neg_nonword,,,,,,,,
gonset,6,1,neg_nonword,,,,,,,,
liveatc,6,1,neg_nonword,,,,,,,,
simon,6,1,neg_nonword,,,,,,,,
xenia,6,1,neg_nonword,,,,,,,,
dobbs,6,1,neg_nonword,,,,,,,,
hyval,6,1,neg_nonword,,,,,,,,
zyx,6,1,neg_nonword,,,,,,,,
initio,6,1,neg_nonword,,,,,,,,
pnnen,6,1,neg_nonword,,,,,,,,
appreqed,6,1,neg_nonword,,,,,,,,
drmmm,6,1,neg_nonword,,,,,,,,
baytown,6,1,neg_nonword,,,,,,,,
phort,6,1,neg_nonword,,,,,,,,
nabb,6,1,neg_nonword,,,,,,,,
maggo,6,1,neg_nonword,,,,,,,,
overbanked,6,1,neg_nonword,,,,,,,,
jstrm,6,1,neg_nonword,,,,,,,,
bysun,6,1,neg_nonword,,,,,,,,
fortl,6,1,neg_nonword,,,,,,,,
rmus,6,1,neg_nonword,,,,,,,,
alcatraz,6,1,neg_nonword,,,,,,,,
lynde,6,1,neg_nonword,,,,,,,,
avoli,6,1,neg_nonword,,,,,,,,
gg,6,1,neg_nonword,,,,,,,,
veena,6,1,neg_nonword,,,,,,,,
ns,6,1,neg_nonword,,,,,,,,
cdos,6,1,neg_nonword,,,,,,,,
dusjo,6,1,neg_nonword,,,,,,,,
colima,6,1,neg_nonword,,,,,,,,
vulam,6,1,neg_nonword,,,,,,,,
hooke,6,1,neg_nonword,,,,,,,,
carlton,6,1,neg_nonword,,,,,,,,
klndr,6,1,neg_nonword,,,,,,,,
clearview,6,1,neg_nonword,,,,,,,,
hoovr,6,1,neg_nonword,,,,,,,,
agard,6,1,neg_nonword,,,,,,,,
brazilian,6,1,neg_nonword,,,,,,,,
medlink,6,1,neg_nonword,,,,,,,,
houma,6,1,neg_nonword,,,,,,,,
lando,6,1,neg_nonword,,,,,,,,
boonton,6,1,neg_nonword,,,,,,,,
calaveras,6,1,neg_nonword,,,,,,,,
pretuned,6,1,neg_nonword,,,,,,,,
bragg,6,1,neg_nonword,,,,,,,,
dorke,6,1,neg_nonword,,,,,,,,
durwo,6,1,neg_nonword,,,,,,,,
cimex,6,1,neg_nonword,,,,,,,,
eht,6,1,neg_nonword,,,,,,,,
stearman,6,1,neg_nonword,,,,,,,,
microsoft,6,1,neg_nonword,,,,,,,,
tekbe,6,1,neg_nonword,,,,,,,,
winston,6,1,neg_nonword,,,,,,,,
kaise,6,1,neg_nonword,,,,,,,,
harcum,6,1,neg_nonword,,,,,,,,
lantana,6,1,neg_nonword,,,,,,,,
docay,6,1,neg_nonword,,,,,,,,
divet,6,1,neg_nonword,,,,,,,,
pusch,6,1,neg_nonword,,,,,,,,
convair,6,1,neg_nonword,,,,,,,,
tullahoma,6,1,neg_nonword,,,,,,,,
frontline,6,1,neg_nonword,,,,,,,,
crookston,6,1,neg_nonword,,,,,,,,
xsit,6,1,neg_nonword,,,,,,,,
lefthand,6,1,neg_nonword,,,,,,,,
frankfort,6,1,neg_nonword,,,,,,,,
trcot,6,1,neg_nonword,,,,,,,,
nandi,6,1,neg_nonword,,,,,,,,
egwps,6,1,neg_nonword,,,,,,,,
airstart,6,1,neg_nonword,,,,,,,,
bacardi,6,1,neg_nonword,,,,,,,,
mmugs,6,1,neg_nonword,,,,,,,,
swearingen,6,1,neg_nonword,,,,,,,,
melvy,6,1,neg_nonword,,,,,,,,
bayport,6,1,neg_nonword,,,,,,,,
gants,6,1,neg_nonword,,,,,,,,
argus,6,1,neg_nonword,,,,,,,,
kngwd,6,1,neg_nonword,,,,,,,,
ilope,6,1,neg_nonword,,,,,,,,
gozer,6,1,neg_nonword,,,,,,,,
vortacs,6,1,neg_nonword,,,,,,,,
dooom,6,1,neg_nonword,,,,,,,,
mistuning,6,1,neg_nonword,,,,,,,,
laayk,6,1,neg_nonword,,,,,,,,
overctling,6,1,neg_nonword,,,,,,,,
exray,6,1,neg_nonword,,,,,,,,
pima,6,1,neg_nonword,,,,,,,,
aanah,6,1,neg_nonword,,,,,,,,
hugh,6,1,neg_nonword,,,,,,,,
signage,6,1,neg_nonword,,,,,,,,
rugbb,6,1,neg_nonword,,,,,,,,
forego,6,1,neg_nonword,,,,,,,,
cuvot,6,1,neg_nonword,,,,,,,,
gpth,6,1,neg_nonword,,,,,,,,
jalto,6,1,neg_nonword,,,,,,,,
puget,6,1,neg_nonword,,,,,,,,
repressurize,6,1,neg_nonword,,,,,,,,
wetumpka,6,1,neg_nonword,,,,,,,,
tt,6,1,neg_nonword,,,,,,,,
yohan,6,1,neg_nonword,,,,,,,,
zephyrhills,6,1,neg_nonword,,,,,,,,
satphone,6,1,neg_nonword,,,,,,,,
goodspeed,6,1,neg_nonword,,,,,,,,
bleedover,6,1,neg_nonword,,,,,,,,
jaybo,6,1,neg_nonword,,,,,,,,
benson,6,1,neg_nonword,,,,,,,,
eafr,6,1,neg_nonword,,,,,,,,
inndy,6,1,neg_nonword,,,,,,,,
milford,6,1,neg_nonword,,,,,,,,
bessy,6,1,neg_nonword,,,,,,,,
hadar,6,1,neg_nonword,,,,,,,,
harty,6,1,neg_nonword,,,,,,,,
jackscrew,6,1,neg_nonword,,,,,,,,
kingsville,6,1,neg_nonword,,,,,,,,
bonez,6,1,neg_nonword,,,,,,,,
sandel,6,1,neg_nonword,,,,,,,,
sharja,6,1,neg_nonword,,,,,,,,
taxiied,6,1,neg_nonword,,,,,,,,
rodne,6,1,neg_nonword,,,,,,,,
schlemeyer,6,1,neg_nonword,,,,,,,,
lfv,6,1,neg_nonword,,,,,,,,
fapis,6,1,neg_nonword,,,,,,,,
dhc,6,1,neg_nonword,,,,,,,,
dynon,6,1,neg_nonword,,,,,,,,
gtx,6,1,neg_nonword,,,,,,,,
chillicothe,6,1,neg_nonword,,,,,,,,
brrro,6,1,neg_nonword,,,,,,,,
deane,6,1,neg_nonword,,,,,,,,
footo,6,1,neg_nonword,,,,,,,,
leroi,6,1,neg_nonword,,,,,,,,
eward,6,1,neg_nonword,,,,,,,,
knigt,6,1,neg_nonword,,,,,,,,
zerox,6,1,neg_nonword,,,,,,,,
mittz,6,1,neg_nonword,,,,,,,,
lorain,6,1,neg_nonword,,,,,,,,
xporting,6,1,neg_nonword,,,,,,,,
boove,6,1,neg_nonword,,,,,,,,
edeth,6,1,neg_nonword,,,,,,,,
suxci,6,1,neg_nonword,,,,,,,,
powerplant,6,1,neg_nonword,,,,,,,,
faah,6,1,neg_nonword,,,,,,,,
croix,6,1,neg_nonword,,,,,,,,
warrr,6,1,neg_nonword,,,,,,,,
hesperia,6,1,neg_nonword,,,,,,,,
rvav,6,1,neg_nonword,,,,,,,,
junia,6,1,neg_nonword,,,,,,,,
cepga,6,1,neg_nonword,,,,,,,,
klamath,6,1,neg_nonword,,,,,,,,
mnnie,6,1,neg_nonword,,,,,,,,
batis,6,1,neg_nonword,,,,,,,,
rockit,6,1,neg_nonword,,,,,,,,
clemson,6,1,neg_nonword,,,,,,,,
becky,6,1,neg_nonword,,,,,,,,
coors,6,1,neg_nonword,,,,,,,,
cubim,6,1,neg_nonword,,,,,,,,
fsap,6,1,neg_nonword,,,,,,,,
abyz,6,1,neg_nonword,,,,,,,,
dalhart,6,1,neg_nonword,,,,,,,,
jumun,6,1,neg_nonword,,,,,,,,
quabn,6,1,neg_nonword,,,,,,,,
preapproved,6,1,neg_nonword,,,,,,,,
wojik,6,1,neg_nonword,,,,,,,,
odery,6,1,neg_nonword,,,,,,,,
appalachian,6,1,neg_nonword,,,,,,,,
rasse,6,1,neg_nonword,,,,,,,,
cids,6,1,neg_nonword,,,,,,,,
ramen,6,1,neg_nonword,,,,,,,,
pecit,6,1,neg_nonword,,,,,,,,
wooster,6,1,neg_nonword,,,,,,,,
kayze,6,1,neg_nonword,,,,,,,,
rexee,6,1,neg_nonword,,,,,,,,
wkdays,6,1,neg_nonword,,,,,,,,
kitsap,6,1,neg_nonword,,,,,,,,
sutter,6,1,neg_nonword,,,,,,,,
ellicott,6,1,neg_nonword,,,,,,,,
wednesday,6,1,neg_nonword,,,,,,,,
buford,6,1,neg_nonword,,,,,,,,
arkadelphia,6,1,neg_nonword,,,,,,,,
okayed,6,1,neg_nonword,,,,,,,,
bwifs,6,1,neg_nonword,,,,,,,,
glideslopes,6,1,neg_nonword,,,,,,,,
cocad,6,1,neg_nonword,,,,,,,,
accomack,6,1,neg_nonword,,,,,,,,
zzc,6,1,neg_nonword,,,,,,,,
troyz,6,1,neg_nonword,,,,,,,,
barr,6,1,neg_nonword,,,,,,,,
pyram,6,1,neg_nonword,,,,,,,,
batavia,6,1,neg_nonword,,,,,,,,
axmul,6,1,neg_nonword,,,,,,,,
birpo,6,1,neg_nonword,,,,,,,,
metzy,6,1,neg_nonword,,,,,,,,
leeville,6,1,neg_nonword,,,,,,,,
lased,6,1,neg_nonword,,,,,,,,
sprtn,6,1,neg_nonword,,,,,,,,
scopa,6,1,neg_nonword,,,,,,,,
inadvertantly,6,1,neg_nonword,,,,,,,,
misinterping,6,1,neg_nonword,,,,,,,,
efr,6,1,neg_nonword,,,,,,,,
tailboom,6,1,neg_nonword,,,,,,,,
roberts,6,1,neg_nonword,,,,,,,,
cheda,6,1,neg_nonword,,,,,,,,
blairstown,6,1,neg_nonword,,,,,,,,
misadjusted,6,1,neg_nonword,,,,,,,,
navdata,6,1,neg_nonword,,,,,,,,
captree,6,1,neg_nonword,,,,,,,,
reclring,6,1,neg_nonword,,,,,,,,
cuson,6,1,neg_nonword,,,,,,,,
peths,6,1,neg_nonword,,,,,,,,
christmas,6,1,neg_nonword,,,,,,,,
stbnz,6,1,neg_nonword,,,,,,,,
dsp,6,1,neg_nonword,,,,,,,,
jaspa,6,1,neg_nonword,,,,,,,,
jerit,6,1,neg_nonword,,,,,,,,
naca,6,1,neg_nonword,,,,,,,,
zqa,6,1,neg_nonword,,,,,,,,
rllll,6,1,neg_nonword,,,,,,,,
brien,6,1,neg_nonword,,,,,,,,
gritz,6,1,neg_nonword,,,,,,,,
stec,6,1,neg_nonword,,,,,,,,
mckinnon,6,1,neg_nonword,,,,,,,,
meecham,6,1,neg_nonword,,,,,,,,
greko,6,1,neg_nonword,,,,,,,,
eagyl,6,1,neg_nonword,,,,,,,,
releveled,6,1,neg_nonword,,,,,,,,
sizlr,6,1,neg_nonword,,,,,,,,
whize,6,1,neg_nonword,,,,,,,,
sipzy,6,1,neg_nonword,,,,,,,,
carml,6,1,neg_nonword,,,,,,,,
kodiak,6,1,neg_nonword,,,,,,,,
perno,6,1,neg_nonword,,,,,,,,
margy,6,1,neg_nonword,,,,,,,,
wxbrief,6,1,neg_nonword,,,,,,,,
mayfield,6,1,neg_nonword,,,,,,,,
vcb,6,1,neg_nonword,,,,,,,,
texted,6,1,neg_nonword,,,,,,,,
hq,6,1,neg_nonword,,,,,,,,
hefin,6,1,neg_nonword,,,,,,,,
mdcu,6,1,neg_nonword,,,,,,,,
navarre,6,1,neg_nonword,,,,,,,,
maris,6,1,neg_nonword,,,,,,,,
stella,6,1,neg_nonword,,,,,,,,
chyne,6,1,neg_nonword,,,,,,,,
habbs,6,1,neg_nonword,,,,,,,,
heg,6,1,neg_nonword,,,,,,,,
nakhu,6,1,neg_nonword,,,,,,,,
btms,6,1,neg_nonword,,,,,,,,
jovem,6,1,neg_nonword,,,,,,,,
gotee,6,1,neg_nonword,,,,,,,,
sturgis,6,1,neg_nonword,,,,,,,,
besta,6,1,neg_nonword,,,,,,,,
spers,6,1,neg_nonword,,,,,,,,
lawson,6,1,neg_nonword,,,,,,,,
gabreski,6,1,neg_nonword,,,,,,,,
coaldale,6,1,neg_nonword,,,,,,,,
kvcb,6,1,neg_nonword,,,,,,,,
eurocopter,6,1,neg_nonword,,,,,,,,
nats,6,1,neg_nonword,,,,,,,,
garmins,6,1,neg_nonword,,,,,,,,
ecias,6,1,neg_nonword,,,,,,,,
yq,6,1,neg_nonword,,,,,,,,
tsoc,6,1,neg_nonword,,,,,,,,
ofthe,6,1,neg_nonword,,,,,,,,
stkny,6,1,neg_nonword,,,,,,,,
piere,6,1,neg_nonword,,,,,,,,
fffat,6,1,neg_nonword,,,,,,,,
unslaved,6,1,neg_nonword,,,,,,,,
tmus,6,1,neg_nonword,,,,,,,,
uplocks,6,1,neg_nonword,,,,,,,,
colbe,6,1,neg_nonword,,,,,,,,
sloyd,6,1,neg_nonword,,,,,,,,
jetways,6,1,neg_nonword,,,,,,,,
nonadherence,6,1,neg_nonword,,,,,,,,
thomasville,6,1,neg_nonword,,,,,,,,
reassumed,6,1,neg_nonword,,,,,,,,
shild,6,1,neg_nonword,,,,,,,,
patss,6,1,neg_nonword,,,,,,,,
bzzzz,6,1,neg_nonword,,,,,,,,
brainer,5,1,neg_nonword,,,,,,,,
bluuz,5,1,neg_nonword,,,,,,,,
gladewater,5,1,neg_nonword,,,,,,,,
fv,5,1,neg_nonword,,,,,,,,
gorda,5,1,neg_nonword,,,,,,,,
laxbb,5,1,neg_nonword,,,,,,,,
nadee,5,1,neg_nonword,,,,,,,,
dagma,5,1,neg_nonword,,,,,,,,
broun,5,1,neg_nonword,,,,,,,,
napps,5,1,neg_nonword,,,,,,,,
kernn,5,1,neg_nonword,,,,,,,,
nogales,5,1,neg_nonword,,,,,,,,
wakks,5,1,neg_nonword,,,,,,,,
ovtemp,5,1,neg_nonword,,,,,,,,
isola,5,1,neg_nonword,,,,,,,,
potus,5,1,neg_nonword,,,,,,,,
utx,5,1,neg_nonword,,,,,,,,
duedd,5,1,neg_nonword,,,,,,,,
altsel,5,1,neg_nonword,,,,,,,,
peo,5,1,neg_nonword,,,,,,,,
roundtrip,5,1,neg_nonword,,,,,,,,
nadi,5,1,neg_nonword,,,,,,,,
malde,5,1,neg_nonword,,,,,,,,
crson,5,1,neg_nonword,,,,,,,,
meinz,5,1,neg_nonword,,,,,,,,
sj,5,1,neg_nonword,,,,,,,,
leon,5,1,neg_nonword,,,,,,,,
sandia,5,1,neg_nonword,,,,,,,,
que,5,1,neg_nonword,,,,,,,,
rayyy,5,1,neg_nonword,,,,,,,,
sappa,5,1,neg_nonword,,,,,,,,
rsvr,5,1,neg_nonword,,,,,,,,
olympics,5,1,neg_nonword,,,,,,,,
wudds,5,1,neg_nonword,,,,,,,,
mcalister,5,1,neg_nonword,,,,,,,,
refueler,5,1,neg_nonword,,,,,,,,
altim,5,1,neg_nonword,,,,,,,,
chikn,5,1,neg_nonword,,,,,,,,
dotss,5,1,neg_nonword,,,,,,,,
stvs,5,1,neg_nonword,,,,,,,,
palco,5,1,neg_nonword,,,,,,,,
eyaxo,5,1,neg_nonword,,,,,,,,
pikeville,5,1,neg_nonword,,,,,,,,
laike,5,1,neg_nonword,,,,,,,,
ketchikan,5,1,neg_nonword,,,,,,,,
bankr,5,1,neg_nonword,,,,,,,,
dalles,5,1,neg_nonword,,,,,,,,
sobah,5,1,neg_nonword,,,,,,,,
attns,5,1,neg_nonword,,,,,,,,
jenno,5,1,neg_nonword,,,,,,,,
canen,5,1,neg_nonword,,,,,,,,
ooshn,5,1,neg_nonword,,,,,,,,
flosy,5,1,neg_nonword,,,,,,,,
liftt,5,1,neg_nonword,,,,,,,,
nakalele,5,1,neg_nonword,,,,,,,,
yyyyy,5,1,neg_nonword,,,,,,,,
neads,5,1,neg_nonword,,,,,,,,
ampar,5,1,neg_nonword,,,,,,,,
jrb,5,1,neg_nonword,,,,,,,,
uninterruptable,5,1,neg_nonword,,,,,,,,
bayvu,5,1,neg_nonword,,,,,,,,
mitchell,5,1,neg_nonword,,,,,,,,
jaxev,5,1,neg_nonword,,,,,,,,
preceeded,5,1,neg_nonword,,,,,,,,
claus,5,1,neg_nonword,,,,,,,,
tsra,5,1,neg_nonword,,,,,,,,
raptor,5,1,neg_nonword,,,,,,,,
inrange,5,1,neg_nonword,,,,,,,,
adell,5,1,neg_nonword,,,,,,,,
cofay,5,1,neg_nonword,,,,,,,,
hopto,5,1,neg_nonword,,,,,,,,
tailbone,5,1,neg_nonword,,,,,,,,
ticon,5,1,neg_nonword,,,,,,,,
hammi,5,1,neg_nonword,,,,,,,,
assymetry,5,1,neg_nonword,,,,,,,,
pangg,5,1,neg_nonword,,,,,,,,
shnon,5,1,neg_nonword,,,,,,,,
cumberland,5,1,neg_nonword,,,,,,,,
gadbe,5,1,neg_nonword,,,,,,,,
anticollision,5,1,neg_nonword,,,,,,,,
superceded,5,1,neg_nonword,,,,,,,,
verdi,5,1,neg_nonword,,,,,,,,
strake,5,1,neg_nonword,,,,,,,,
forck,5,1,neg_nonword,,,,,,,,
truckee,5,1,neg_nonword,,,,,,,,
clermont,5,1,neg_nonword,,,,,,,,
fpf,5,1,neg_nonword,,,,,,,,
otay,5,1,neg_nonword,,,,,,,,
ufn,5,1,neg_nonword,,,,,,,,
clellan,5,1,neg_nonword,,,,,,,,
malta,5,1,neg_nonword,,,,,,,,
candi,5,1,neg_nonword,,,,,,,,
xxyx,5,1,neg_nonword,,,,,,,,
aceto,5,1,neg_nonword,,,,,,,,
sicily,5,1,neg_nonword,,,,,,,,
locas,5,1,neg_nonword,,,,,,,,
avanti,5,1,neg_nonword,,,,,,,,
dolin,5,1,neg_nonword,,,,,,,,
dscnding,5,1,neg_nonword,,,,,,,,
glasgow,5,1,neg_nonword,,,,,,,,
mnate,5,1,neg_nonword,,,,,,,,
peglg,5,1,neg_nonword,,,,,,,,
genots,5,1,neg_nonword,,,,,,,,
alton,5,1,neg_nonword,,,,,,,,
jaylo,5,1,neg_nonword,,,,,,,,
hulka,5,1,neg_nonword,,,,,,,,
grieg,5,1,neg_nonword,,,,,,,,
lq,5,1,neg_nonword,,,,,,,,
dadey,5,1,neg_nonword,,,,,,,,
myfut,5,1,neg_nonword,,,,,,,,
gaass,5,1,neg_nonword,,,,,,,,
platte,5,1,neg_nonword,,,,,,,,
sknrd,5,1,neg_nonword,,,,,,,,
wexel,5,1,neg_nonword,,,,,,,,
xyzw,5,1,neg_nonword,,,,,,,,
baja,5,1,neg_nonword,,,,,,,,
dokay,5,1,neg_nonword,,,,,,,,
cqn,5,1,neg_nonword,,,,,,,,
jelli,5,1,neg_nonword,,,,,,,,
karnn,5,1,neg_nonword,,,,,,,,
philippines,5,1,neg_nonword,,,,,,,,
marvell,5,1,neg_nonword,,,,,,,,
tifton,5,1,neg_nonword,,,,,,,,
backlighting,5,1,neg_nonword,,,,,,,,
lnsay,5,1,neg_nonword,,,,,,,,
faribault,5,1,neg_nonword,,,,,,,,
aunti,5,1,neg_nonword,,,,,,,,
willy,5,1,neg_nonword,,,,,,,,
klane,5,1,neg_nonword,,,,,,,,
pulaski,5,1,neg_nonword,,,,,,,,
kessel,5,1,neg_nonword,,,,,,,,
actin,5,1,neg_nonword,,,,,,,,
skagit,5,1,neg_nonword,,,,,,,,
elser,5,1,neg_nonword,,,,,,,,
ritzs,5,1,neg_nonword,,,,,,,,
opds,5,1,neg_nonword,,,,,,,,
defueled,5,1,neg_nonword,,,,,,,,
gerfi,5,1,neg_nonword,,,,,,,,
ricki,5,1,neg_nonword,,,,,,,,
ronky,5,1,neg_nonword,,,,,,,,
casst,5,1,neg_nonword,,,,,,,,
orcka,5,1,neg_nonword,,,,,,,,
redstone,5,1,neg_nonword,,,,,,,,
arkon,5,1,neg_nonword,,,,,,,,
pago,5,1,neg_nonword,,,,,,,,
ltts,5,1,neg_nonword,,,,,,,,
darrk,5,1,neg_nonword,,,,,,,,
jtroe,5,1,neg_nonword,,,,,,,,
litey,5,1,neg_nonword,,,,,,,,
hehaw,5,1,neg_nonword,,,,,,,,
winnipeg,5,1,neg_nonword,,,,,,,,
tenco,5,1,neg_nonword,,,,,,,,
tactt,5,1,neg_nonword,,,,,,,,
rfo,5,1,neg_nonword,,,,,,,,
harford,5,1,neg_nonword,,,,,,,,
sherl,5,1,neg_nonword,,,,,,,,
turnpoint,5,1,neg_nonword,,,,,,,,
malaysia,5,1,neg_nonword,,,,,,,,
qrhs,5,1,neg_nonword,,,,,,,,
yellowstone,5,1,neg_nonword,,,,,,,,
foley,5,1,neg_nonword,,,,,,,,
newln,5,1,neg_nonword,,,,,,,,
farmville,5,1,neg_nonword,,,,,,,,
cruze,5,1,neg_nonword,,,,,,,,
overburn,5,1,neg_nonword,,,,,,,,
bgtex,5,1,neg_nonword,,,,,,,,
efi,5,1,neg_nonword,,,,,,,,
nbaa,5,1,neg_nonword,,,,,,,,
jaajj,5,1,neg_nonword,,,,,,,,
precooler,5,1,neg_nonword,,,,,,,,
zuni,5,1,neg_nonword,,,,,,,,
tg,5,1,neg_nonword,,,,,,,,
neckk,5,1,neg_nonword,,,,,,,,
caila,5,1,neg_nonword,,,,,,,,
tampico,5,1,neg_nonword,,,,,,,,
samos,5,1,neg_nonword,,,,,,,,
bachr,5,1,neg_nonword,,,,,,,,
woodfield,5,1,neg_nonword,,,,,,,,
xflow,5,1,neg_nonword,,,,,,,,
creeq,5,1,neg_nonword,,,,,,,,
dmes,5,1,neg_nonword,,,,,,,,
beatrix,5,1,neg_nonword,,,,,,,,
branson,5,1,neg_nonword,,,,,,,,
monterrey,5,1,neg_nonword,,,,,,,,
dortmund,5,1,neg_nonword,,,,,,,,
mankato,5,1,neg_nonword,,,,,,,,
mavva,5,1,neg_nonword,,,,,,,,
styff,5,1,neg_nonword,,,,,,,,
loma,5,1,neg_nonword,,,,,,,,
lhd,5,1,neg_nonword,,,,,,,,
fqm,5,1,neg_nonword,,,,,,,,
poggy,5,1,neg_nonword,,,,,,,,
outclbed,5,1,neg_nonword,,,,,,,,
cavla,5,1,neg_nonword,,,,,,,,
wdlr,5,1,neg_nonword,,,,,,,,
zarer,5,1,neg_nonword,,,,,,,,
sakki,5,1,neg_nonword,,,,,,,,
albas,5,1,neg_nonword,,,,,,,,
pldge,5,1,neg_nonword,,,,,,,,
nampa,5,1,neg_nonword,,,,,,,,
precedus,5,1,neg_nonword,,,,,,,,
unaddressed,5,1,neg_nonword,,,,,,,,
guatemala,5,1,neg_nonword,,,,,,,,
fosel,5,1,neg_nonword,,,,,,,,
greys,5,1,neg_nonword,,,,,,,,
chici,5,1,neg_nonword,,,,,,,,
holley,5,1,neg_nonword,,,,,,,,
keyli,5,1,neg_nonword,,,,,,,,
kalli,5,1,neg_nonword,,,,,,,,
marshalled,5,1,neg_nonword,,,,,,,,
igx,5,1,neg_nonword,,,,,,,,
nickl,5,1,neg_nonword,,,,,,,,
hedley,5,1,neg_nonword,,,,,,,,
dobra,5,1,neg_nonword,,,,,,,,
totte,5,1,neg_nonword,,,,,,,,
ramper,5,1,neg_nonword,,,,,,,,
martinsberg,5,1,neg_nonword,,,,,,,,
waynesville,5,1,neg_nonword,,,,,,,,
gettysburg,5,1,neg_nonword,,,,,,,,
skuba,5,1,neg_nonword,,,,,,,,
medina,5,1,neg_nonword,,,,,,,,
sikes,5,1,neg_nonword,,,,,,,,
goode,5,1,neg_nonword,,,,,,,,
grous,5,1,neg_nonword,,,,,,,,
fibug,5,1,neg_nonword,,,,,,,,
harvard,5,1,neg_nonword,,,,,,,,
andros,5,1,neg_nonword,,,,,,,,
frddy,5,1,neg_nonword,,,,,,,,
kirki,5,1,neg_nonword,,,,,,,,
soone,5,1,neg_nonword,,,,,,,,
maarten,5,1,neg_nonword,,,,,,,,
overlayed,5,1,neg_nonword,,,,,,,,
ynez,5,1,neg_nonword,,,,,,,,
winslow,5,1,neg_nonword,,,,,,,,
wuvon,5,1,neg_nonword,,,,,,,,
bahrr,5,1,neg_nonword,,,,,,,,
tathong,5,1,neg_nonword,,,,,,,,
brokk,5,1,neg_nonword,,,,,,,,
kambl,5,1,neg_nonword,,,,,,,,
multimode,5,1,neg_nonword,,,,,,,,
mlpts,5,1,neg_nonword,,,,,,,,
mexicali,5,1,neg_nonword,,,,,,,,
